Type,ID,TimeStamp,Bus,Len,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
1,0x171,448.607,0,8,00,00,00,00,01,00,00,01
1,0x0,448.63,0,8,00,00,00,00,00,07,00,28
1,0x304,448.653,0,8,DD,58,01,C0,00,00,00,00
1,0x305,448.679,0,8,87,E9,90,BF,89,60,88,41
1,0x303,448.702,0,8,00,00,00,00,F5,E9,24,3F
1,0x0,448.726,0,8,00,00,00,00,00,07,00,28
1,0x303,448.758,0,8,00,00,00,00,D1,4E,25,3F
1,0x305,448.789,0,8,87,E9,90,BF,89,60,88,41
1,0x304,448.812,0,8,DD,58,01,C0,00,00,00,00
1,0x0,448.836,0,8,00,00,00,00,00,07,00,28
1,0x304,448.859,0,8,DD,58,01,C0,00,00,00,00
1,0x305,448.882,0,8,87,E9,90,BF,89,60,88,41
1,0x304,448.905,0,8,DD,58,01,C0,00,00,00,00
1,0x521,448.931,0,6,00,0A,FD,FF,FF,FF,1C,42
1,0x304,448.954,0,8,DD,58,01,C0,00,00,00,00
1,0x305,448.977,0,8,87,E9,90,BF,89,60,88,41
1,0x304,449.001,0,8,DD,58,01,C0,00,00,00,00
1,0x0,449.024,0,8,00,00,00,00,00,07,00,28
1,0x303,449.047,0,8,00,00,00,00,8B,A6,22,3F
1,0x305,449.071,0,8,87,E9,90,BF,89,60,88,41
1,0x170,449.094,0,3,00,00,00,C0,00,00,00,00
1,0x521,449.117,0,6,00,0C,FD,FF,FF,FF,1C,42
1,0x304,449.14,0,8,DD,58,01,C0,00,00,00,00
1,0x305,449.166,0,8,87,E9,90,BF,89,60,88,41
1,0x304,449.189,0,8,DD,58,01,C0,00,00,00,00
1,0x521,449.213,0,6,00,0D,FA,FF,FF,FF,1C,42
1,0x207,449.236,0,8,9A,02,81,00,91,A1,00,00
1,0x305,449.259,0,8,87,E9,90,BF,89,60,88,41
1,0x106,449.283,0,8,00,00,00,00,00,00,00,00
1,0x521,449.306,0,6,00,0E,F4,FF,FF,FF,1C,42
1,0x305,449.329,0,8,87,E9,90,BF,89,60,88,41
1,0x302,449.353,0,8,0F,E0,BE,41,98,14,1C,42
1,0x305,449.376,0,8,87,E9,90,BF,89,60,88,41
1,0x303,449.401,0,8,00,00,00,00,17,D7,25,3F
1,0x0,449.425,0,8,00,00,00,00,00,07,00,28
1,0x303,449.448,0,8,00,00,00,00,BB,72,25,3F
1,0x305,449.471,0,8,87,E9,90,BF,89,60,88,41
1,0x170,449.494,0,3,00,00,00,C0,00,00,00,00
1,0x521,449.518,0,6,00,00,F4,FF,FF,FF,1C,42
1,0x210,449.541,0,2,9B,FF,01,C0,00,00,00,00
1,0x305,449.573,0,8,87,E9,90,BF,8A,60,88,41
1,0x304,449.611,0,8,DC,58,01,C0,00,00,00,00
1,0x207,449.634,0,8,9C,03,86,00,96,A6,00,00
1,0x6,449.659,0,8,FF,FF,01,44,99,99,00,00
1,0x305,449.683,0,8,87,E9,90,BF,89,60,88,41
1,0x208,449.706,0,2,9C,FF,77,77,77,78,77,FF
1,0x211,449.729,0,8,9C,00,77,77,78,78,77,FF
1,0x8,449.753,0,8,75,78,77,00,00,00,00,00
1,0x214,449.776,0,2,9C,FF,BE,41,D0,9C,1B,42
1,0x305,449.8,0,8,87,E9,90,BF,89,60,88,41
1,0x521,449.823,0,6,00,03,F4,FF,FF,FF,00,01
1,0x303,449.846,0,8,00,00,00,00,AB,61,25,3F
1,0x305,449.87,0,8,87,E9,90,BF,89,60,88,41
1,0x303,449.895,0,8,00,00,00,00,64,60,23,3F
1,0x521,449.919,0,6,00,04,FD,FF,FF,FF,1B,42
1,0x0,449.942,0,8,00,00,00,00,00,07,00,28
1,0x305,449.965,0,8,87,E9,90,BF,89,60,88,41
1,0x303,449.989,0,8,00,00,00,00,F7,50,26,3F
1,0x521,450.012,0,6,00,05,F7,FF,FF,FF,00,01
1,0x304,450.036,0,8,DD,58,01,C0,00,00,00,00
1,0x305,450.059,0,8,87,E9,90,BF,89,60,88,41
1,0x304,450.082,0,8,DD,58,01,C0,00,00,00,00
1,0x521,450.106,0,6,00,06,FD,FF,FF,FF,1A,42
1,0x304,450.132,0,8,DD,58,01,C0,00,00,00,00
1,0x305,450.155,0,8,87,E9,90,BF,89,60,88,41
1,0x304,450.179,0,8,DD,58,01,C0,00,00,00,00
1,0x171,450.202,0,8,00,00,00,00,01,00,00,01
1,0x305,450.225,0,8,87,E9,90,BF,89,60,88,41
1,0x20C,450.249,0,2,9E,FF,BE,41,88,AD,1A,42
1,0x305,450.272,0,8,87,E9,90,BF,89,60,88,41
1,0x303,450.295,0,8,00,00,00,00,D5,95,24,3F
1,0x521,450.319,0,6,00,08,F1,FF,FF,FF,1B,42
1,0x6,450.342,0,8,FF,FF,01,44,99,99,00,00
1,0x305,450.368,0,8,87,E9,90,BF,89,60,88,41
1,0x303,450.391,0,8,00,00,00,00,54,83,24,3F
1,0x521,450.415,0,6,00,09,FA,FF,FF,FF,00,01
1,0x2,450.438,0,8,79,7B,79,00,00,00,00,00
1,0x214,450.461,0,2,9F,FF,04,C7,02,4A,07,00
1,0x303,450.484,0,8,00,00,00,00,40,D8,23,3F
1,0x521,450.508,0,6,00,0A,00,00,00,00,1B,42
1,0x6,450.531,0,8,FF,FF,01,44,99,99,00,00
1,0x305,450.555,0,8,87,E9,90,BF,89,60,88,41
1,0x304,450.578,0,8,DD,58,01,C0,00,00,00,00
1,0x20C,450.604,0,2,A0,FF,00,00,01,00,00,01
1,0x3,450.627,0,8,00,33,11,00,00,00,00,00
1,0x305,450.65,0,8,87,E9,90,BF,89,60,88,41
1,0x304,450.674,0,8,DD,58,01,C0,00,00,00,00
1,0x207,450.697,0,8,A1,03,86,00,96,A6,00,00
1,0x521,450.72,0,6,00,0C,FD,FF,FF,FF,00,00
1,0x305,450.743,0,8,87,E9,90,BF,89,60,88,41
1,0x106,450.767,0,8,00,00,00,00,00,00,00,00
1,0x303,450.79,0,8,00,00,00,00,AE,71,23,3F
1,0x214,450.813,0,2,A1,FF,FF,FF,FF,FF,00,01
1,0x303,450.839,0,8,00,00,00,00,E6,E8,24,3F
1,0x305,450.862,0,8,87,E9,90,BF,89,60,88,41
1,0x303,450.886,0,8,00,00,00,00,2C,08,23,3F
1,0x521,450.909,0,6,00,0E,E7,FF,FF,FF,1B,42
1,0x303,450.932,0,8,00,00,00,00,AA,A4,24,3F
1,0x305,450.955,0,8,87,E9,90,BF,89,60,88,41
1,0x304,450.979,0,8,DD,58,01,C0,00,00,00,00
1,0x171,451.002,0,8,00,00,DE,1C,01,00,00,01
1,0x7,451.025,0,8,00,00,00,00,00,00,00,37
1,0x305,451.048,0,8,87,E9,90,BF,89,60,88,41
1,0x304,451.072,0,8,DD,58,01,C0,00,00,00,00
1,0x170,451.097,0,3,00,00,00,41,98,14,1C,42
1,0x0,451.121,0,8,00,00,00,00,00,07,00,28
1,0x305,451.144,0,8,87,E9,90,BF,89,60,88,41
1,0x106,451.168,0,8,00,00,00,00,00,00,00,00
1,0x171,451.191,0,8,00,00,90,14,01,00,00,01
1,0x305,451.214,0,8,87,E9,90,BF,89,60,88,41
1,0x303,451.238,0,8,00,00,00,00,BC,FA,23,3F
1,0x305,451.261,0,8,87,E9,90,BF,89,60,88,41
1,0x303,451.284,0,8,00,00,00,00,98,0B,24,3F
1,0x305,451.308,0,8,87,E9,90,BF,89,60,88,41
1,0x303,451.333,0,8,00,00,00,00,7C,83,24,3F
1,0x305,451.357,0,8,87,E9,90,BF,89,60,88,41
1,0x303,451.38,0,8,00,00,00,00,8D,C7,23,3F
1,0x305,451.403,0,8,87,E9,90,BF,89,60,88,41
1,0x304,451.427,0,8,DD,58,01,C0,00,00,00,00
1,0x305,451.45,0,8,87,E9,90,BF,89,60,88,41
1,0x304,451.473,0,8,DD,58,01,C0,00,00,00,00
1,0x170,451.497,0,3,00,00,00,41,68,8C,1C,42
1,0x521,451.52,0,6,00,04,F4,FF,FF,FF,00,00
1,0x210,451.543,0,2,A2,FF,03,C4,00,5A,07,00
1,0x304,451.569,0,8,DD,58,01,C0,00,00,00,00
1,0x171,451.592,0,8,00,00,7C,27,01,00,00,01
1,0x305,451.616,0,8,87,E9,90,BF,89,60,88,41
1,0x305,451.639,0,8,87,E9,90,BF,89,60,88,41
1,0x106,451.662,0,8,00,00,00,00,00,00,00,00
1,0x208,451.685,0,2,A3,FF,BE,41,68,8C,1C,42
1,0x214,451.709,0,2,A3,FF,00,79,00,BA,04,00
1,0x303,451.732,0,8,00,00,00,00,0D,50,24,3F
1,0x305,451.755,0,8,87,E9,90,BF,89,60,88,41
1,0x303,451.786,0,8,00,00,00,00,84,84,24,3F
1,0x305,451.82,0,8,87,E9,90,BF,89,60,88,41
1,0x303,451.844,0,8,00,00,00,00,F8,70,25,3F
1,0x305,451.867,0,8,87,E9,90,BF,89,60,88,41
1,0x208,451.89,0,2,A4,FF,01,C0,00,00,00,00
1,0x210,451.913,0,2,A4,FF,FF,FF,FF,FF,76,FF
1,0x2,451.937,0,8,79,7B,79,00,00,00,00,00
1,0x305,451.96,0,8,87,E9,90,BF,89,60,88,41
1,0x304,451.983,0,8,DD,58,01,C0,00,00,00,00
1,0x171,452.006,0,8,00,00,6C,01,01,00,00,01
1,0x521,452.03,0,6,00,09,F1,FF,FF,FF,00,00
1,0x305,452.055,0,8,87,E9,90,BF,89,60,88,41
1,0x303,452.078,0,8,00,00,00,00,D1,83,23,3F
1,0x170,452.102,0,3,00,00,00,41,68,8C,1C,42
1,0x0,452.125,0,8,00,00,00,00,00,07,00,28
1,0x305,452.149,0,8,87,E9,90,BF,89,60,88,41
1,0x303,452.172,0,8,00,00,00,00,D6,1C,24,3F
1,0x171,452.195,0,8,00,00,30,00,01,00,00,01
1,0x304,452.218,0,8,DD,58,01,C0,00,00,00,00
1,0x305,452.242,0,8,87,E9,90,BF,89,60,88,41
1,0x304,452.265,0,8,DD,58,01,C0,00,00,00,00
1,0x170,452.291,0,3,00,00,00,41,58,04,1D,42
1,0x304,452.322,0,8,DD,58,01,C0,00,00,00,00
1,0x0,452.385,0,8,00,00,00,00,00,07,00,28
1,0x304,452.409,0,8,DD,58,01,C0,00,00,00,00
1,0x171,452.432,0,8,00,00,06,00,01,00,00,01
1,0x305,452.455,0,8,87,E9,90,BF,89,60,88,41
1,0x0,452.478,0,8,00,00,00,00,00,07,00,28
1,0x214,452.502,0,2,A5,FF,BB,00,00,3C,97,00
1,0x303,452.525,0,8,00,00,00,00,D2,C7,24,3F
1,0x170,452.548,0,3,00,00,00,41,58,04,1D,42
1,0x1,452.574,0,8,B0,CE,BB,3C,97,00,00,00
1,0x305,452.597,0,8,87,E9,90,BF,89,60,88,41
1,0x3,452.62,0,8,00,33,11,00,00,00,00,00
1,0x210,452.644,0,2,A6,FF,00,33,00,CC,00,00
1,0x304,452.667,0,8,DD,58,01,C0,00,00,00,00
1,0x170,452.69,0,3,00,00,00,41,98,14,1C,42
1,0x304,452.714,0,8,DD,58,01,C0,00,00,00,00
1,0x305,452.737,0,8,87,E9,90,BF,89,60,88,41
1,0x304,452.76,0,8,DD,58,01,C0,00,00,00,00
1,0x171,452.784,0,8,00,00,00,00,01,00,00,01
1,0x304,452.809,0,8,DD,58,01,C0,00,00,00,00
1,0x305,452.833,0,8,87,E9,90,BF,89,60,88,41
1,0x106,452.856,0,8,00,00,00,00,00,00,00,00
1,0x170,452.879,0,3,00,00,00,41,98,14,1C,42
1,0x305,452.903,0,8,87,E9,90,BF,89,60,88,41
1,0x303,452.926,0,8,00,00,00,00,4D,C8,22,3F
1,0x305,452.949,0,8,87,E9,90,BF,89,60,88,41
1,0x303,452.973,0,8,00,00,00,00,7E,D8,23,3F
1,0x171,452.996,0,8,00,00,00,00,01,00,00,01
1,0x521,453.019,0,6,00,03,F7,FF,FF,FF,00,00
1,0x305,453.045,0,8,87,E9,90,BF,89,60,88,41
1,0x303,453.068,0,8,00,00,00,00,49,72,24,3F
1,0x305,453.091,0,8,87,E9,90,BF,89,60,88,41
1,0x0,453.115,0,8,00,00,00,00,00,07,00,28
1,0x305,453.138,0,8,87,E9,90,BF,89,60,88,41
1,0x304,453.161,0,8,DD,58,01,C0,00,00,00,00
1,0x208,453.184,0,2,A7,FF,BE,41,98,14,1C,42
1,0x304,453.208,0,8,DD,58,01,C0,00,00,00,00
1,0x305,453.231,0,8,87,E9,90,BF,89,60,88,41
1,0x304,453.254,0,8,DD,58,01,C0,00,00,00,00
1,0x207,453.28,0,8,A8,02,84,00,94,A4,00,00
1,0x106,453.303,0,8,00,00,00,00,00,00,00,00
1,0x522,453.327,0,6,01,0B,29,5E,02,00,00,00
1,0x305,453.35,0,8,87,E9,90,BF,8A,60,88,41
1,0x208,453.373,0,2,A8,FF,BE,41,68,8C,1C,42
1,0x214,453.397,0,2,A8,FF,00,79,00,BA,04,00
1,0x7,453.42,0,8,00,00,00,00,00,00,00,37
1,0x305,453.443,0,8,87,E9,90,BF,89,60,88,41
1,0x303,453.467,0,8,00,00,00,00,A9,33,22,3F
1,0x305,453.49,0,8,87,E9,90,BF,89,60,88,41
1,0x0,453.516,0,8,00,00,00,00,00,07,00,28
1,0x305,453.539,0,8,87,E9,90,BF,8A,60,88,41
1,0x208,453.562,0,2,A9,FF,01,C0,00,00,00,00
1,0x210,453.586,0,2,A9,FF,77,77,78,78,77,FF
1,0x304,453.609,0,8,DD,58,01,C0,00,00,00,00
1,0x0,453.633,0,8,00,00,00,00,00,07,00,28
1,0x304,453.656,0,8,DD,58,01,C0,00,00,00,00
1,0x305,453.679,0,8,87,E9,90,BF,89,60,88,41
1,0x170,453.702,0,3,00,00,00,00,00,00,00,00
1,0x0,453.726,0,8,00,00,00,00,00,07,00,28
1,0x304,453.751,0,8,DD,58,01,C0,00,00,00,00
1,0x305,453.775,0,8,87,E9,90,BF,89,60,88,41
1,0x106,453.798,0,8,00,00,00,00,00,00,00,00
1,0x1,453.821,0,8,B0,CE,BB,3C,97,00,00,00
1,0x305,453.844,0,8,87,E9,90,BF,89,60,88,41
1,0x303,453.868,0,8,00,00,00,00,D8,6F,23,3F
1,0x305,453.891,0,8,87,E9,90,BF,89,60,88,41
1,0x303,453.914,0,8,00,00,00,00,82,3F,25,3F
1,0x305,453.938,0,8,87,E9,90,BF,89,60,88,41
1,0x303,453.961,0,8,00,00,00,00,69,FC,21,3F
1,0x305,453.986,0,8,87,E9,90,BF,89,60,88,41
1,0x303,454.01,0,8,00,00,00,00,10,0B,23,3F
1,0x305,454.033,0,8,87,E9,90,BF,89,60,88,41
1,0x304,454.056,0,8,DD,58,01,C0,00,00,00,00
1,0x305,454.079,0,8,87,E9,90,BF,89,60,88,41
1,0x170,454.103,0,3,00,00,00,00,00,00,00,00
1,0x305,454.126,0,8,87,E9,90,BF,89,60,88,41
1,0x304,454.15,0,8,DD,58,01,C0,00,00,00,00
1,0x305,454.173,0,8,87,E9,90,BF,89,60,88,41
1,0x106,454.196,0,8,00,00,00,00,00,00,00,00
1,0x7,454.222,0,8,00,00,00,00,00,00,00,37
1,0x305,454.245,0,8,87,E9,90,BF,89,60,88,41
1,0x208,454.268,0,2,AB,FF,BF,41,A8,6C,1E,42
1,0x20D,454.292,0,8,AB,B2,03,C4,00,5B,07,00
1,0x303,454.315,0,8,00,00,00,00,73,E9,23,3F
1,0x305,454.338,0,8,87,E9,90,BF,89,60,88,41
1,0x303,454.362,0,8,00,00,00,00,8C,A5,23,3F
1,0x207,454.385,0,8,AC,02,84,00,94,A4,00,00
1,0x303,454.408,0,8,00,00,00,00,A2,60,23,3F
1,0x305,454.432,0,8,87,E9,90,BF,89,60,88,41
1,0x208,454.458,0,2,AC,FF,01,C0,00,00,00,00
1,0x214,454.481,0,2,AC,FF,00,79,00,BA,04,00
1,0x304,454.504,0,8,DD,58,01,C0,00,00,00,00
1,0x305,454.528,0,8,87,E9,90,BF,89,60,88,41
1,0x304,454.551,0,8,DD,58,01,C0,00,00,00,00
1,0x305,454.574,0,8,87,E9,90,BF,89,60,88,41
1,0x304,454.597,0,8,DD,58,01,C0,00,00,00,00
1,0x521,454.621,0,6,00,03,F7,FF,FF,FF,1D,42
1,0x208,454.644,0,2,AD,FF,00,00,00,00,00,00
1,0x210,454.667,0,2,AD,FF,BF,41,70,F4,1D,42
1,0x106,454.693,0,8,00,00,00,00,00,00,00,00
1,0x0,454.717,0,8,00,00,00,00,00,07,00,28
1,0x305,454.74,0,8,87,E9,90,BF,89,60,88,41
1,0x305,454.763,0,8,87,E9,90,BF,89,60,88,41
1,0x106,454.786,0,8,00,00,00,00,00,00,00,00
1,0x303,454.81,0,8,00,00,00,00,B3,B5,22,3F
1,0x305,454.841,0,8,87,E9,90,BF,89,60,88,41
1,0x303,454.872,0,8,00,00,00,00,AE,2E,23,3F
1,0x305,454.896,0,8,87,E9,90,BF,89,60,88,41
1,0x170,454.919,0,3,00,00,00,C0,00,00,00,00
1,0x9,454.945,0,8,B0,CE,BB,00,00,3C,98,00
1,0x303,454.968,0,8,00,00,00,00,67,1E,22,3F
1,0x305,454.991,0,8,87,E9,90,BF,89,60,88,41
1,0x304,455.015,0,8,DD,58,01,C0,00,00,00,00
1,0x521,455.038,0,6,00,07,F1,FF,FF,FF,1D,42
1,0x304,455.061,0,8,DD,58,01,C0,00,00,00,00
1,0x305,455.084,0,8,87,E9,90,BF,89,60,88,41
1,0x303,455.116,0,8,00,00,00,00,A7,1C,24,3F
1,0x305,455.154,0,8,87,E9,90,BF,89,60,88,41
1,0x303,455.177,0,8,00,00,00,00,71,A6,22,3F
1,0x305,455.203,0,8,87,E9,90,BF,89,60,88,41
1,0x171,455.226,0,8,00,00,00,00,01,00,00,01
1,0x305,455.25,0,8,87,E9,90,BF,89,60,88,41
1,0x303,455.273,0,8,00,00,00,00,67,96,21,3F
1,0x305,455.296,0,8,87,E9,90,BF,89,60,88,41
1,0x304,455.319,0,8,DD,58,01,C0,00,00,00,00
1,0x8,455.343,0,8,75,78,77,00,00,00,00,00
1,0x303,455.366,0,8,00,00,00,00,80,A5,23,3F
1,0x214,455.389,0,2,AE,FF,00,00,00,00,00,00
1,0x0,455.413,0,8,00,00,00,00,00,07,00,28
1,0x304,455.438,0,8,DD,58,01,C0,00,00,00,00
1,0x305,455.462,0,8,87,E9,90,BF,89,60,88,41
1,0x106,455.485,0,8,00,00,00,00,00,00,00,00
1,0x521,455.508,0,6,00,0C,FA,FF,FF,FF,1B,42
1,0x0,455.532,0,8,00,00,00,00,00,07,00,28
1,0x303,455.555,0,8,00,00,00,00,83,B7,22,3F
1,0x305,455.578,0,8,87,E9,90,BF,89,60,88,41
1,0x303,455.602,0,8,00,00,00,00,AE,5D,22,3F
1,0x1,455.625,0,8,B0,CE,BB,3C,98,00,00,00
1,0x303,455.648,0,8,00,00,00,00,AE,1D,23,3F
1,0x305,455.674,0,8,87,E9,90,BF,89,60,88,41
1,0x208,455.697,0,2,B0,FF,01,C0,00,00,00,00
1,0x3,455.721,0,8,00,33,13,00,00,00,00,00
1,0x304,455.744,0,8,DD,58,01,C0,00,00,00,00
1,0x305,455.767,0,8,87,E9,90,BF,89,60,88,41
1,0x215,455.79,0,6,B0,06,FF,FF,FF,FF,00,00
1,0x0,455.814,0,8,00,00,00,00,00,07,00,28
1,0x304,455.837,0,8,DD,58,01,C0,00,00,00,00
1,0x305,455.86,0,8,87,E9,90,BF,89,60,88,41
1,0x106,455.884,0,8,00,00,00,00,00,00,00,00
1,0x0,455.91,0,8,00,00,00,00,00,07,00,28
1,0x305,455.933,0,8,87,E9,90,BF,89,60,88,41
1,0x305,455.956,0,8,87,E9,90,BF,89,60,88,41
1,0x106,455.98,0,8,00,00,00,00,00,00,00,00
1,0x303,456.003,0,8,00,00,00,00,73,93,22,3F
1,0x521,456.026,0,6,00,01,F1,FF,FF,FF,98,00
1,0x303,456.05,0,8,00,00,00,00,B4,72,23,3F
1,0x305,456.073,0,8,87,E9,90,BF,89,60,88,41
1,0x303,456.096,0,8,00,00,00,00,6F,2C,21,3F
1,0x8,456.119,0,8,75,78,77,00,00,00,00,00
1,0x303,456.149,0,8,00,00,00,00,86,EA,22,3F
1,0x207,456.172,0,5,B2,08,C3,00,33,9C,1B,42
1,0x303,456.196,0,8,00,00,00,00,DC,2C,22,3F
1,0x2,456.219,0,8,79,7B,79,00,00,00,00,00
1,0x304,456.242,0,8,DD,58,01,C0,00,00,00,00
1,0x208,456.266,0,2,B2,FF,BF,41,10,25,1B,42
1,0x214,456.289,0,2,B2,FF,00,00,00,00,00,00
1,0x170,456.312,0,3,00,00,00,41,10,25,1B,42
1,0x304,456.336,0,8,DD,58,01,C0,00,00,00,00
1,0x305,456.359,0,8,87,E9,90,BF,89,60,88,41
1,0x207,456.385,0,8,B3,02,81,00,91,A1,00,00
1,0x171,456.408,0,8,00,00,00,00,01,00,00,01
1,0x304,456.432,0,8,DD,58,01,C0,00,00,00,00
1,0x208,456.455,0,2,B3,FF,BF,41,10,25,1B,42
1,0x305,456.478,0,8,87,E9,90,BF,89,60,88,41
1,0x170,456.501,0,3,00,00,00,41,10,25,1B,42
1,0x521,456.525,0,6,00,06,03,00,00,00,1B,42
1,0x303,456.548,0,8,00,00,00,00,82,D9,22,3F
1,0x305,456.571,0,8,87,E9,90,BF,89,60,88,41
1,0x303,456.595,0,8,00,00,00,00,50,8F,21,3F
1,0x0,456.62,0,8,00,00,00,00,00,07,00,28
1,0x210,456.644,0,2,B4,FF,00,7B,00,CE,04,00
1,0x305,456.667,0,8,87,E9,90,BF,89,60,88,41
1,0x303,456.69,0,8,00,00,00,00,7D,B5,23,3F
1,0x0,456.714,0,8,00,00,00,00,00,07,00,28
1,0x304,456.737,0,8,DD,58,01,C0,00,00,00,00
1,0x305,456.76,0,8,87,E9,90,BF,89,60,88,41
1,0x304,456.784,0,8,DD,58,01,C0,00,00,00,00
1,0x171,456.807,0,8,00,00,00,00,01,00,00,01
1,0x304,456.83,0,8,DD,58,01,C0,00,00,00,00
1,0x305,456.856,0,8,87,E9,90,BF,89,60,88,41
1,0x304,456.879,0,8,DD,58,01,C0,00,00,00,00
1,0x170,456.903,0,3,00,00,00,41,08,36,1A,42
1,0x305,456.926,0,8,87,E9,90,BF,89,60,88,41
1,0x305,456.949,0,8,87,E9,90,BF,89,60,88,41
1,0x106,456.973,0,8,00,00,00,00,00,00,00,00
1,0x302,456.996,0,8,0F,E0,BE,41,08,36,1A,42
1,0x305,457.019,0,8,87,E9,90,BF,89,60,88,41
1,0x303,457.042,0,8,00,00,00,00,9D,71,24,3F
1,0x305,457.066,0,8,87,E9,90,BF,89,60,88,41
1,0x303,457.089,0,8,00,00,00,00,84,4F,23,3F
1,0x305,457.111,0,8,87,E9,90,BF,89,60,88,41
1,0x303,457.134,0,8,00,00,00,00,5D,A7,21,3F
1,0x2,457.158,0,8,79,7B,79,00,00,00,00,00
1,0x303,457.181,0,8,00,00,00,00,00,FA,22,3F
1,0x171,457.204,0,8,00,00,00,00,01,00,00,01
1,0x304,457.228,0,8,DD,58,01,C0,00,00,00,00
1,0x207,457.251,0,8,B6,03,86,00,96,A6,00,00
1,0x304,457.274,0,8,DD,58,01,C0,00,00,00,00
1,0x170,457.297,0,3,00,00,00,41,08,36,1A,42
1,0x521,457.321,0,6,00,0E,F4,FF,FF,FF,00,00
1,0x6,457.346,0,8,FF,FF,01,44,99,99,00,00
1,0x305,457.369,0,8,87,E9,90,BF,89,60,88,41
1,0x302,457.393,0,8,0F,E0,BE,41,88,AD,1A,42
1,0x6,457.416,0,8,FF,FF,01,44,99,99,00,00
1,0x214,457.439,0,2,B6,FF,01,C0,00,00,00,00
1,0x305,457.463,0,8,87,E9,90,BF,89,60,88,41
1,0x303,457.486,0,8,00,00,00,00,E3,E8,22,3F
1,0x170,457.509,0,3,00,00,00,41,88,AD,1A,42
1,0x303,457.532,0,8,00,00,00,00,90,D9,22,3F
1,0x305,457.556,0,8,87,E9,90,BF,89,60,88,41
1,0x303,457.582,0,8,00,00,00,00,BE,60,23,3F
1,0x171,457.605,0,8,00,00,00,00,01,00,00,01
1,0x521,457.628,0,6,00,01,03,00,00,00,52,64
1,0x305,457.651,0,8,87,E9,90,BF,89,60,88,41
1,0x304,457.675,0,8,DD,58,01,C0,00,00,00,00
1,0x170,457.698,0,3,00,00,00,41,08,36,1A,42
1,0x5,457.722,0,8,00,00,00,D1,00,24,52,64
1,0x305,457.745,0,8,87,E9,90,BF,89,60,88,41
1,0x106,457.768,0,8,00,00,00,00,00,00,00,00
1,0x171,457.791,0,8,00,00,00,00,01,00,00,01
1,0x0,457.817,0,8,00,00,00,00,00,07,00,28
1,0x305,457.84,0,8,87,E9,90,BF,8A,60,88,41
1,0x106,457.873,0,8,00,00,00,00,00,00,00,00
1,0x303,457.915,0,8,00,00,00,00,9A,1C,22,3F
1,0x170,457.968,0,3,00,00,00,41,A0,BE,19,42
1,0x303,457.991,0,8,00,00,00,00,19,60,22,3F
1,0x305,458.015,0,8,87,E9,90,BF,89,60,88,41
1,0x303,458.038,0,8,00,00,00,00,95,5F,21,3F
1,0x171,458.061,0,8,00,00,00,00,01,00,00,01
1,0x304,458.084,0,8,DD,58,01,C0,00,00,00,00
1,0x305,458.11,0,8,87,E9,90,BF,8A,60,88,41
1,0x304,458.133,0,8,DC,58,01,C0,00,00,00,00
1,0x170,458.157,0,3,00,00,00,41,08,36,1A,42
1,0x2,458.18,0,8,79,7B,79,00,00,00,00,00
1,0x171,458.203,0,8,00,00,00,00,01,00,00,01
1,0x521,458.226,0,6,00,07,FA,FF,FF,FF,00,00
1,0x305,458.25,0,8,87,E9,90,BF,89,60,88,41
1,0x304,458.273,0,8,DD,58,01,C0,00,00,00,00
1,0x13C033C6,458.296,0,1,00,F8,BF,41,88,AD,1A,42
1,0x304,458.32,0,8,DD,58,01,C0,00,00,00,00
1,0x208,458.345,0,2,B8,FF,BE,41,88,AD,1A,42
1,0x304,458.369,0,8,DD,58,01,C0,00,00,00,00
1,0x0,458.392,0,8,00,00,00,00,00,07,00,28
1,0x305,458.415,0,8,87,E9,90,BF,89,60,88,41
1,0x207,458.438,0,8,B9,03,86,00,96,A6,00,00
1,0x305,458.462,0,8,87,E9,90,BF,89,60,88,41
1,0x302,458.485,0,8,D0,F8,BF,41,88,AD,1A,42
1,0x170,458.508,0,3,00,00,00,41,88,AD,1A,42
1,0x303,458.531,0,8,00,00,00,00,59,0C,23,3F
1,0x210,458.555,0,2,B9,FF,FF,FF,FF,FF,76,FF
1,0x303,458.58,0,8,00,00,00,00,FF,B5,23,3F
1,0x0,458.604,0,8,00,00,00,00,00,07,00,28
1,0x521,458.627,0,6,00,0B,FA,FF,FF,FF,00,00
1,0x305,458.65,0,8,87,E9,90,BF,89,60,88,41
1,0x303,458.673,0,8,00,00,00,00,7B,5D,23,3F
1,0x170,458.697,0,3,00,00,00,41,88,AD,1A,42
1,0x304,458.72,0,8,DD,58,01,C0,00,00,00,00
1,0x305,458.743,0,8,87,E9,90,BF,89,60,88,41
1,0x304,458.766,0,8,DC,58,01,C0,00,00,00,00
1,0x171,458.789,0,8,00,00,00,00,01,00,00,01
1,0x0,458.822,0,8,00,00,00,00,00,07,00,28
1,0x305,458.845,0,8,87,E9,90,BF,89,60,88,41
1,0x106,458.869,0,8,00,00,00,00,00,00,00,00
1,0x305,458.892,0,8,87,E9,90,BF,89,60,88,41
1,0x106,458.915,0,8,00,00,00,00,00,00,00,00
1,0x305,458.938,0,8,87,E9,90,BF,89,60,88,41
1,0x106,458.962,0,8,00,00,00,00,00,00,00,00
1,0x303,458.985,0,8,00,00,00,00,DD,81,23,3F
1,0x305,459.008,0,8,87,E9,90,BF,89,60,88,41
1,0x521,459.031,0,6,00,0F,FA,FF,FF,FF,00,00
