tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
23967,standard,00000511,7,BF,04,11,00,00,01,EF,00
23981,standard,00000305,8,95,AC,93,50,5E,B9,21,CB
23990,standard,00000106,8,00,00,00,00,00,00,00,00
23999,standard,00000304,8,B0,2D,2E,85,D4,66,A6,B4
24008,standard,00000303,8,00,00,00,00,7F,2D,5E,2F
24026,standard,00000302,8,00,00,00,00,00,00,00,00
24048,standard,00000305,8,00,00,00,00,00,00,00,00
24057,standard,00000106,8,00,00,00,00,00,00,00,00
24066,standard,00000304,8,00,00,00,00,00,00,00,00
24077,standard,00000303,8,00,00,00,00,6A,27,08,3F
24086,standard,00000302,8,0F,E0,BE,41,E0,7A,01,42
24095,standard,00000170,3,00,00,00,41,E0,7A,01,42
24104,standard,00000521,6,00,01,EE,FF,FF,FF,01,42
24113,standard,00000305,8,00,00,00,00,00,00,00,00
24122,standard,00000106,8,00,00,00,00,00,00,00,00
24130,standard,00000304,8,00,00,00,00,00,00,00,00
24139,standard,00000303,8,00,00,00,00,23,1C,08,3F
24148,standard,00000302,8,0F,E0,BE,41,E0,7A,01,42
24157,standard,00000305,8,00,00,00,00,00,00,00,00
24168,standard,00000106,8,00,00,00,00,00,00,00,00
24177,standard,00000304,8,00,00,00,00,00,00,00,00
24186,standard,00000303,8,00,00,00,00,93,CA,09,3F
24195,standard,00000302,8,0F,E0,BE,41,70,5D,FF,41
24204,standard,00000171,8,00,00,00,00,01,00,00,01
24213,standard,00000521,6,00,02,FD,FF,FF,FF,00,01
24223,standard,00000522,6,01,01,BA,41,02,00,00,01
24232,standard,00000305,8,00,00,00,00,00,00,00,00
24241,standard,00000106,8,00,00,00,00,00,00,00,00
24249,standard,00000304,8,00,00,00,00,00,00,00,00
24258,standard,00000303,8,00,00,00,00,13,55,0A,3F
24270,standard,00000302,8,0F,E0,BE,41,70,5D,FF,41
24279,standard,00000305,8,00,00,00,00,00,00,00,00
24287,standard,00000106,8,00,00,00,00,00,00,00,00
24296,standard,00000304,8,00,00,00,00,00,00,00,00
