tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
7010,standard,00000208,2,17,FF,00,00,00,00,00,00
7031,standard,00000305,8,00,00,00,00,00,00,00,00
7047,standard,00000106,8,00,00,00,00,00,00,00,00
7061,standard,00000304,8,00,00,00,00,00,00,00,00
7074,standard,00000303,8,00,00,00,00,C7,DD,0A,3F
7087,standard,00000302,8,44,40,C3,41,C0,AC,FC,41
7100,standard,00000000,8,00,00,00,00,00,00,00,28
7116,standard,00000007,8,00,00,00,00,00,00,00,37
7130,standard,00000001,8,9E,BC,A8,39,90,00,00,00
7143,standard,00000002,8,78,79,78,00,00,00,00,00
7156,standard,00000003,8,00,00,00,00,00,00,00,00
7169,standard,00000008,8,77,7A,78,00,00,00,00,00
7183,standard,00000005,8,00,00,00,C0,00,23,10,64
7196,standard,00000521,6,00,0A,F1,FF,FF,FF,00,00
7209,standard,00000303,8,00,00,00,00,2D,36,0D,3F
7223,standard,00000700,8,FF,00,FF,00,00,00,10,23
7236,standard,00000305,8,00,00,00,00,00,00,00,00
7249,standard,00000304,8,00,00,00,00,00,00,00,00
7265,standard,00000302,8,44,40,C3,41,70,C7,FB,41
7278,standard,00000600,8,00,3D,50,00,00,00,00,40
7292,standard,00000305,8,00,00,00,00,00,00,00,00
7305,standard,00000303,8,00,00,00,00,2B,4D,0D,3F
7319,standard,00000305,8,00,00,00,00,00,00,00,00
7332,standard,00000106,8,00,00,00,00,00,00,00,00
7346,standard,00000304,8,00,00,00,00,00,00,00,00
7359,standard,00000303,8,00,00,00,00,F5,0B,0B,3F
7372,standard,00000000,8,00,00,00,00,00,00,00,28
7386,standard,000007FC,8,90,39,00,00,90,39,00,00
7401,standard,00000304,8,00,00,00,00,00,00,00,00
7415,standard,00000302,8,44,40,C3,41,70,C7,FB,41
7428,standard,00000305,8,00,00,00,00,00,00,00,00
7442,standard,00000106,8,00,00,00,00,00,00,00,00
7455,standard,00000000,8,00,00,00,00,00,00,00,28
7468,standard,00000170,3,00,00,00,00,00,39,90,00
7482,standard,00000305,8,00,00,00,00,00,00,00,00
7495,standard,00000521,6,00,0D,FA,FF,FF,FF,00,00
7508,standard,00000303,8,00,00,00,00,4B,AE,0A,3F
7522,standard,00000305,8,00,00,00,00,00,00,00,00
7537,standard,00000106,8,00,00,00,00,00,00,00,00
7551,standard,00000304,8,00,00,00,00,00,00,00,00
7564,standard,00000000,8,00,00,00,00,00,00,00,28
7577,standard,00000009,8,9E,BC,A8,00,00,39,90,00
7591,standard,00000171,8,00,00,00,00,01,00,01,01
7604,standard,00000700,8,FF,00,FF,00,00,00,10,23
7617,standard,00000305,8,00,00,00,00,00,00,00,00
7631,standard,00000106,8,00,00,00,00,00,00,00,00
7644,standard,00000304,8,00,00,00,00,00,00,00,00
7657,standard,00000000,8,00,00,00,00,00,00,00,28
7671,standard,00000208,2,18,FF,A8,00,00,39,90,00
7686,standard,0000020C,2,18,FF,03,B0,00,97,06,00
7700,standard,00000304,8,00,00,00,00,00,00,00,00
7713,standard,00000305,8,00,00,00,00,00,00,00,00
7726,standard,00000106,8,00,00,00,00,00,00,00,00
7740,standard,00000304,8,00,00,00,00,00,00,00,00
7753,standard,00000000,8,00,00,00,00,00,00,00,28
7776,standard,00000207,8,19,02,84,00,94,A4,00,00
7801,standard,00000171,8,00,00,00,00,01,00,01,01
7815,standard,00000521,6,00,00,F7,FF,FF,FF,00,00
7828,standard,00000303,8,00,00,00,00,F8,F8,0B,3F
7844,standard,00000600,8,00,3D,50,00,00,00,00,40
7857,standard,00000305,8,00,00,00,00,00,00,00,00
