tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6993,standard,00000210,2,17,FF,00,00,00,00,00,00
7019,standard,00000211,8,17,9E,08,B1,02,79,06,00
7033,standard,00000214,2,17,FF,08,B1,02,79,06,00
7046,standard,00000215,8,17,9D,02,B0,09,86,06,00
7060,standard,00000305,8,00,00,00,00,00,00,00,00
7073,standard,00000106,8,00,00,00,00,00,00,00,00
7087,standard,00000304,8,00,00,00,00,00,00,00,00
7100,standard,00000303,8,00,00,00,00,67,3A,5E,42
7113,standard,00000302,8,2A,AD,BC,41,60,85,ED,41
7127,standard,00000000,8,00,00,00,00,00,00,00,28
7140,standard,00000007,8,00,00,00,00,00,00,00,37
7156,standard,00000171,8,00,00,45,0A,01,00,01,01
7169,standard,00000001,8,9D,BB,A7,39,5B,00,00,00
7183,standard,00000002,8,78,79,78,00,00,00,00,00
7196,standard,00000006,8,FF,FF,01,15,99,99,00,00
7210,standard,00000303,8,00,00,00,00,60,70,5E,42
7223,standard,00000207,8,18,02,84,00,94,A4,00,00
7237,standard,00000600,8,00,3D,50,00,00,00,00,40
7250,standard,00000000,8,00,00,00,00,00,00,00,28
7263,standard,00000303,8,00,00,00,00,F2,4E,5E,42
7277,standard,00000700,8,FF,00,FF,00,00,00,6A,22
7290,standard,000007FF,8,01,00,00,00,00,00,00,00
7306,standard,00000304,8,00,00,00,00,00,00,00,00
7319,standard,00000210,2,18,FF,BC,41,30,A2,EC,41
7333,standard,00000214,2,18,FF,00,78,00,B0,04,00
7346,standard,00000305,8,00,00,00,00,00,00,00,00
7360,standard,00000303,8,00,00,00,00,10,D4,5E,42
7373,standard,00000000,8,00,00,00,00,00,00,00,28
7387,standard,00000171,8,00,00,CD,12,01,00,01,01
7400,standard,00000304,8,00,00,00,00,00,00,00,00
7413,standard,00000303,8,00,00,00,00,49,76,5E,42
7427,standard,000007FF,8,01,00,00,00,00,00,00,00
7443,standard,00000305,8,00,00,00,00,00,00,00,00
7456,standard,00000304,8,00,00,00,00,00,00,00,00
7469,standard,00000208,2,19,FF,BC,41,60,85,ED,41
7483,standard,00000208,2,19,FF,77,FF,79,79,77,FF
7496,standard,00000305,8,00,00,00,00,00,00,00,00
7510,standard,00000210,2,19,FF,00,00,00,00,00,00
7523,standard,00000210,2,19,FF,BC,41,60,85,ED,41
7536,standard,00000211,6,19,06,FF,FF,FF,FF,ED,41
