tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6983,standard,48,8,0A,0B,02,00,00,00,00,0
7014,standard,47,8,00,00,20,4E,20,4E,00,0
7040,standard,43,6,58,00,4E,00,8E,00,00,0
7064,standard,42,8,00,00,00,00,00,00,01,1
7087,standard,46,8,06,00,10,27,88,01,27,1
7113,standard,48,8,0A,0B,02,00,00,00,00,0
7136,standard,47,8,00,00,20,4E,20,4E,00,0
7160,standard,43,6,58,00,4E,00,8E,00,00,0
7183,standard,42,8,00,00,00,00,00,00,01,1
7207,standard,46,8,09,00,10,27,88,01,27,1
7230,standard,48,8,0A,0B,02,00,00,00,00,0
7254,standard,47,8,00,00,20,4E,20,4E,00,0
7277,standard,43,6,58,00,4E,00,8E,00,00,0
7300,standard,42,8,00,00,00,00,00,00,01,1
7324,standard,46,8,07,00,10,27,89,01,28,1
7347,standard,48,8,0A,0B,02,00,00,00,00,0
7373,standard,47,8,00,00,20,4E,20,4E,00,0
7397,standard,48,8,0A,0B,02,00,00,00,00,0
7420,standard,47,8,00,00,20,4E,20,4E,00,0
7444,standard,48,8,0A,0B,02,00,00,00,00,0
7467,standard,47,8,00,00,20,4E,20,4E,00,0
7490,standard,48,8,0A,0B,02,00,00,00,00,0
7524,standard,47,8,00,00,20,4E,20,4E,00,0
7575,standard,43,6,58,00,4E,00,8E,00,00,0
7599,standard,48,8,0A,0B,02,00,00,00,00,0
7623,standard,43,6,58,00,4E,00,8E,00,00,0
7648,standard,48,8,0A,0B,02,00,00,00,00,0
7672,standard,43,6,58,00,4E,00,8E,00,00,0
7695,standard,48,8,0A,0B,02,00,00,00,00,0
7719,standard,43,6,58,00,4E,00,8E,00,00,0
7742,standard,48,8,0A,0B,02,00,00,00,00,0
7765,standard,47,8,00,00,20,4E,20,4E,00,0
7789,standard,48,8,0A,0B,02,00,00,00,00,0
7812,standard,48,8,0A,0B,02,00,00,00,00,0
7836,standard,43,6,58,00,4E,00,8E,00,00,0
7859,standard,48,8,0A,0B,02,00,00,00,00,0
7883,standard,43,6,58,00,4E,00,8E,00,00,0
7908,standard,48,8,0A,0B,02,00,00,00,00,0
7932,standard,46,8,06,00,10,27,8D,01,28,1
7955,standard,48,8,0A,0B,02,00,00,00,00,0
7979,standard,46,8,07,00,10,27,8D,01,28,1
8010,standard,48,8,0A,0B,02,00,00,00,00,0
8041,standard,47,8,00,00,20,4E,20,4E,00,0
8065,standard,48,8,0A,0B,02,00,00,00,00,0
8088,standard,47,8,00,00,20,4E,20,4E,00,0
8112,standard,48,8,0A,0B,02,00,00,00,00,0
8135,standard,47,8,00,00,20,4E,20,4E,00,0
8161,standard,48,8,0A,0B,02,00,00,00,00,0
8185,standard,47,8,00,00,20,4E,20,4E,00,0
8208,standard,48,8,0A,0B,02,00,00,00,00,0
8232,standard,47,8,00,00,20,4E,20,4E,00,0
8255,standard,48,8,0A,0B,02,00,00,00,00,0
8278,standard,46,8,07,00,10,27,88,01,27,1
8302,standard,48,8,0A,0B,02,00,00,00,00,0
8325,standard,47,8,00,00,20,4E,20,4E,00,0
8349,standard,48,8,0A,0B,02,00,00,00,00,0
8372,standard,47,8,00,00,20,4E,20,4E,00,0
8395,standard,48,8,0A,0B,02,00,00,00,00,0
8417,standard,47,8,00,00,20,4E,20,4E,00,0
8441,standard,48,8,0A,0B,02,00,00,00,00,0
8464,standard,47,8,00,00,20,4E,20,4E,00,0
8488,standard,48,8,0A,0B,02,00,00,00,00,0
8511,standard,47,8,00,00,20,4E,20,4E,00,0
8535,standard,43,6,58,00,4E,00,8E,00,27,1
8558,standard,48,8,0A,0B,02,00,00,00,00,0
8582,standard,46,8,06,00,10,27,87,01,27,1
8605,standard,48,8,0A,0B,02,00,00,00,00,0
8628,standard,46,8,05,00,10,27,87,01,26,1
8654,standard,48,8,0A,0B,02,00,00,00,00,0
8678,standard,46,8,07,00,10,27,87,01,26,1
8701,standard,48,8,0A,0B,02,00,00,00,00,0
8725,standard,47,8,00,00,20,4E,20,4E,00,0
8748,standard,48,8,0A,0B,02,00,00,00,00,0
8772,standard,47,8,00,00,20,4E,20,4E,00,0
8795,standard,48,8,0A,0B,02,00,00,00,00,0
8819,standard,47,8,00,00,20,4E,20,4E,00,0
8842,standard,48,8,0A,0B,02,00,00,00,00,0
8866,standard,47,8,00,00,20,4E,20,4E,00,0
8891,standard,48,8,0A,0B,02,00,00,00,00,0
8915,standard,47,8,00,00,20,4E,20,4E,00,0
8938,standard,43,6,58,00,4E,00,8E,00,24,1
8962,standard,48,8,0A,0B,02,00,00,00,00,0
8985,standard,46,8,07,00,10,27,87,01,24,1
9009,standard,48,8,0A,0B,02,00,00,00,00,0
9032,standard,46,8,07,00,10,27,87,01,24,1
9056,standard,48,8,0A,0B,02,00,00,00,00,0
9079,standard,46,8,08,00,10,27,87,01,24,1
9103,standard,48,8,0A,0B,02,00,00,00,00,0
9126,standard,46,8,06,00,10,27,87,01,24,1
9152,standard,48,8,0A,0B,02,00,00,00,00,0
9176,standard,46,8,07,00,10,27,87,01,24,1
9199,standard,48,8,0A,0B,02,00,00,00,00,0
9222,standard,47,8,00,00,20,4E,20,4E,00,0
9246,standard,48,8,0A,0B,02,00,00,00,00,0
9269,standard,47,8,00,00,20,4E,20,4E,00,0
9293,standard,48,8,0A,0B,02,00,00,00,00,0
9317,standard,47,8,00,00,20,4E,20,4E,00,0
9340,standard,43,6,58,00,4E,00,8E,00,24,1
9364,standard,48,8,0A,0B,02,00,00,00,00,0
9389,standard,43,6,58,00,4E,00,8E,00,24,1
9413,standard,48,8,0A,0B,02,00,00,00,00,0
9436,standard,43,6,58,00,4E,00,8E,00,24,1
9460,standard,48,8,0A,0B,02,00,00,00,00,0
9483,standard,46,8,07,00,10,27,89,01,24,1
9507,standard,48,8,0A,0B,02,00,00,00,00,0
9530,standard,46,8,06,00,10,27,8A,01,24,1
9554,standard,48,8,0A,0B,02,00,00,00,00,0
9577,standard,46,8,07,00,10,27,8A,01,24,1
9601,standard,48,8,0A,0B,02,00,00,00,00,0
9624,standard,46,8,05,00,10,27,8C,01,24,1
9650,standard,48,8,0A,0B,02,00,00,00,00,0
9674,standard,47,8,00,00,20,4E,20,4E,00,0
9697,standard,48,8,0A,0B,02,00,00,00,00,0
9721,standard,47,8,00,00,20,4E,20,4E,00,0
9744,standard,48,8,0A,0B,02,00,00,00,00,0
9768,standard,47,8,00,00,20,4E,20,4E,00,0
9791,standard,48,8,0A,0B,02,00,00,00,00,0
9815,standard,47,8,00,00,20,4E,20,4E,00,0
9838,standard,43,6,58,00,4E,00,8E,00,24,1
9861,standard,48,8,0A,0B,02,00,00,00,00,0
9887,standard,43,6,58,00,4E,00,8E,00,24,1
