tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6972,standard,48,8,00,0B,02,00,00,00,00,00
7007,standard,47,8,10,27,20,4E,20,4E,E8,03
7036,standard,46,8,0A,00,10,27,19,01,3A,01
7065,standard,100,3,00,00,00,27,19,01,3A,01
7091,standard,48,8,00,0B,02,00,00,00,00,00
7118,standard,47,8,10,27,20,4E,20,4E,E8,03
7144,standard,46,8,0A,00,10,27,19,01,3A,01
7170,standard,43,6,76,00,26,00,96,00,3A,01
7197,standard,42,8,3D,0A,00,00,00,00,01,01
7223,standard,48,8,00,0B,02,00,00,00,00,00
7249,standard,47,8,10,27,20,4E,20,4E,E8,03
7276,standard,46,8,08,00,10,27,17,01,3A,01
7302,standard,100,3,00,00,00,27,17,01,3A,01
7331,standard,48,8,00,0B,02,00,00,00,00,00
7357,standard,47,8,10,27,20,4E,20,4E,E8,03
7384,standard,46,8,08,00,10,27,17,01,3A,01
7410,standard,43,6,76,00,26,00,96,00,3A,01
7436,standard,48,8,00,0B,02,00,00,00,00,00
7463,standard,100,3,00,00,00,27,19,01,3A,01
7489,standard,47,8,10,27,20,4E,20,4E,E8,03
7515,standard,43,6,76,00,26,00,96,00,3A,01
7542,standard,47,8,10,27,20,4E,20,4E,E8,03
7568,standard,48,8,00,0B,02,00,00,00,00,00
