tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6974,standard,48,8,0A,0B,01,0,00,0,00,0
7010,standard,47,8,00,00,00,0,00,0,00,0
7040,standard,46,8,04,00,00,0,F4,0,DB,0
7068,standard,43,6,30,00,4E,0,95,0,DB,0
7098,standard,42,8,00,00,00,0,00,0,01,1
7125,standard,48,8,0A,0B,01,0,00,0,00,0
7153,standard,47,8,00,00,00,0,00,0,00,0
7180,standard,46,8,05,00,00,0,F4,0,DB,0
7208,standard,43,6,30,00,4E,0,95,0,DB,0
7235,standard,42,8,00,00,00,0,00,0,01,1
7263,standard,48,8,0A,0B,01,0,00,0,00,0
7290,standard,47,8,00,00,00,0,00,0,00,0
7318,standard,46,8,05,00,00,0,F4,0,DB,0
7345,standard,43,6,30,00,4E,0,95,0,DB,0
7373,standard,42,8,00,00,00,0,00,0,01,1
7403,standard,47,8,00,00,00,0,00,0,00,0
7430,standard,48,8,0A,0B,01,0,00,0,00,0
7458,standard,47,8,00,00,00,0,00,0,00,0
7485,standard,48,8,0A,0B,01,0,00,0,00,0
7513,standard,46,8,05,00,00,0,F4,0,DB,0
7540,standard,48,8,0A,0B,01,0,00,0,00,0
7568,standard,46,8,04,00,00,0,F4,0,DB,0
7595,standard,48,8,0A,0B,01,0,00,0,00,0
7623,standard,43,6,30,00,4E,0,95,0,DB,0
7650,standard,48,8,0A,0B,01,0,00,0,00,0
7680,standard,48,8,0A,0B,01,0,00,0,00,0
7708,standard,47,8,00,00,00,0,00,0,00,0
7735,standard,48,8,0A,0B,01,0,00,0,00,0
7763,standard,46,8,05,00,00,0,F5,0,DB,0
7790,standard,48,8,0A,0B,01,0,00,0,00,0
7818,standard,46,8,05,00,00,0,F5,0,DB,0
7845,standard,48,8,0A,0B,01,0,00,0,00,0
7873,standard,43,6,30,00,4E,0,95,0,DB,0
7900,standard,47,8,00,00,00,0,00,0,00,0
7928,standard,43,6,30,00,4E,0,95,0,DB,0
7958,standard,47,8,00,00,00,0,00,0,00,0
7985,standard,48,8,0A,0B,01,0,00,0,00,0
8013,standard,46,8,05,00,00,0,F5,0,DB,0
8040,standard,48,8,0A,0B,01,0,00,0,00,0
8068,standard,46,8,04,00,00,0,F5,0,DB,0
8095,standard,48,8,0A,0B,01,0,00,0,00,0
8123,standard,43,6,30,00,4E,0,95,0,DB,0
8150,standard,47,8,00,00,00,0,00,0,00,0
8178,standard,43,6,30,00,4E,0,95,0,DB,0
8205,standard,47,8,00,00,00,0,00,0,00,0
8233,standard,48,8,0A,0B,01,0,00,0,00,0
8263,standard,46,8,05,00,00,0,F5,0,DB,0
8290,standard,48,8,0A,0B,01,0,00,0,00,0
8318,standard,46,8,05,00,00,0,F5,0,DB,0
8345,standard,48,8,0A,0B,01,0,00,0,00,0
8373,standard,43,6,30,00,4E,0,95,0,DB,0
8400,standard,47,8,00,00,00,0,00,0,00,0
8428,standard,43,6,30,00,4E,0,95,0,DB,0
8455,standard,47,8,00,00,00,0,00,0,00,0
8483,standard,48,8,0A,0B,01,0,00,0,00,0
8510,standard,46,8,05,00,00,0,F5,0,DB,0
8540,standard,48,8,0A,0B,01,0,00,0,00,0
8568,standard,43,6,30,00,4E,0,95,0,DB,0
8595,standard,48,8,0A,0B,01,0,00,0,00,0
8623,standard,43,6,30,00,4E,0,95,0,DB,0
8650,standard,47,8,00,00,00,0,00,0,00,0
8678,standard,43,6,30,00,4E,0,95,0,DB,0
8705,standard,47,8,00,00,00,0,00,0,00,0
8733,standard,48,8,0A,0B,01,0,00,0,00,0
8760,standard,46,8,05,00,00,0,F5,0,DB,0
8788,standard,48,8,0A,0B,01,0,00,0,00,0
8815,standard,43,6,30,00,4E,0,95,0,DB,0
8846,standard,48,8,0A,0B,01,0,00,0,00,0
8873,standard,43,6,30,00,4E,0,95,0,DB,0
8900,standard,47,8,00,00,00,0,00,0,00,0
8937,standard,43,6,30,00,4E,0,95,0,DB,0
8971,standard,47,8,00,00,00,0,00,0,00,0
8999,standard,48,8,0A,0B,01,0,00,0,00,0
9026,standard,46,8,04,00,00,0,F6,0,DB,0
9054,standard,48,8,0A,0B,01,0,00,0,00,0
9091,standard,43,6,30,00,4E,0,95,0,DB,0
9132,standard,48,8,0A,0B,01,0,00,0,00,0
9162,standard,43,6,30,00,4E,0,95,0,DB,0
9190,standard,47,8,00,00,00,0,00,0,00,0
9218,standard,43,6,30,00,4E,0,95,0,DB,0
9245,standard,46,8,05,00,00,0,F6,0,DB,0
9273,standard,47,8,00,00,00,0,00,0,00,0
9300,standard,43,6,30,00,4E,0,95,0,DB,0
9328,standard,47,8,00,00,00,0,00,0,00,0
