#datatype measurement,double,double,double,double,double,double,double,double,double,double,double,double,double,double
#group false,false,false,false,false,false,false,false,false,false,false,false,false,false
#default _result,,,,,,,,,,,,,
tempoDoSistema,power,motor_power,torque,motor_rpm,voltage,motor_temp,controller_temp,accelerator,ready_to_drive,torque_request_disable,test_mode,regen_request,brake
29.325,0,0,-1000.0,-1000,0.9,32.0,31.5,0.0,0,1,1,0,0
29.474,0,0,-1000.0,-1000,0.8,32.0,31.5,0.0,0,1,1,0,0
29.622,0,0,-1000.0,-1000,1.5,31.9,31.5,0.0,0,1,1,0,0
29.792,0,0,-1000.0,-1000,0.8,31.9,31.5,0.0,0,1,1,0,0
30.025,0,0,-1000.0,-1000,0.8,31.9,31.5,0.0,0,1,1,0,0
30.073,0,0,-1000.0,-1000,0.7,31.9,31.5,0.0,0,1,1,0,0
30.177,0,0,-1000.0,-1000,0.7,31.9,31.5,0.0,0,1,1,0,0
30.389,0,0,-1000.0,-1000,1.1,32.2,31.5,0.0,0,1,1,0,0
30.621,0,0,-1000.0,-1000,0.8,32.2,31.5,0.0,0,1,1,0,0
30.772,0,0,-1000.0,-1000,0.7,32.3,31.5,0.0,0,1,1,0,0
30.92,0,0,-1000.0,-1000,0.7,32.3,31.5,0.0,0,1,1,0,0
31.81,0,0,-1000.0,-1000,1.1,32.3,31.5,0.0,0,1,1,0,0
31.854,0,0,-1000.0,-1000,1.1,32.3,31.5,0.0,0,1,1,0,0
31.917,0,0,-1000.0,-1000,1.1,32.3,31.5,0.0,0,1,1,0,0
31.958,0,0,-1000.0,-1000,0.9,32.2,31.5,0.0,0,1,1,0,0
32.0,0,0,-1000.0,-1000,0.9,32.2,31.5,0.0,0,1,1,0,0
32.074,0,0,-1000.0,-1000,0.9,32.2,31.5,0.0,0,1,1,0,0
32.116,0,0,-1000.0,-1000,0.8,32.2,31.5,0.0,0,1,1,0,0
32.158,0,0,-1000.0,-1000,0.8,32.2,31.5,0.0,0,1,1,0,0
32.222,0,0,-1000.0,-1000,0.8,32.2,31.5,0.0,0,1,1,0,0
32.288,0,0,-1000.0,-1000,0.8,32.2,31.5,0.0,0,1,1,0,0
32.332,0,0,-1000.0,-1000,0.8,32.2,31.5,0.0,0,1,1,0,0
32.374,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.437,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.479,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.565,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.607,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.649,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.718,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.762,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.806,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.869,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.911,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
32.953,0,0,-1000.0,-1000,0.8,32.1,31.4,0.0,0,1,1,0,0
33.088,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.13,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.258,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.3,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.362,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.404,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.449,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.511,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
33.553,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.595,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.66,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.702,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.744,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.814,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.856,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.9,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
33.963,0,0,-1000.0,-1000,1.1,32.2,31.4,0.0,0,1,1,0,0
34.005,0,0,-1000.0,-1000,0.8,32.2,31.4,0.0,0,1,1,0,0
34.047,0,0,-1000.0,-1000,0.8,32.2,31.4,0.0,0,1,1,0,0
34.154,0,0,-1000.0,-1000,0.9,32.1,31.4,0.0,0,1,1,0,0
34.195,0,0,-1000.0,-1000,0.9,32.3,31.4,0.0,0,1,1,0,0
34.259,0,0,-1000.0,-1000,0.9,32.3,31.4,0.0,0,1,1,0,0
34.304,0,0,-1000.0,-1000,0.7,32.3,31.4,0.0,0,1,1,0,0
34.345,0,0,-1000.0,-1000,0.7,32.3,31.4,0.0,0,1,1,0,0
34.408,0,0,-1000.0,-1000,0.7,32.3,31.4,0.0,0,1,1,0,0
34.45,0,0,-1000.0,-1000,0.8,32.3,31.1,0.0,0,1,1,0,0
34.557,0,0,-1000.0,-1000,0.8,32.3,31.1,0.0,0,1,1,0,0
34.599,0,0,-1000.0,-1000,1.0,32.3,31.1,0.0,0,1,1,0,0
34.704,0,0,-1000.0,-1000,1.0,32.3,31.1,0.0,0,1,1,0,0
34.758,0,0,-1000.0,-1000,0.8,32.2,31.1,0.0,0,1,1,0,0
34.883,0,0,-1000.0,-1000,0.8,32.2,31.1,0.0,0,1,1,0,0
34.925,0,0,-1000.0,-1000,0.9,32.1,31.1,0.0,0,1,1,0,0
35.053,0,0,-1000.0,-1000,0.9,32.1,31.1,0.0,0,1,1,0,0
35.095,0,0,-1000.0,-1000,0.8,32.1,31.1,0.0,0,1,1,0,0
35.202,0,0,-1000.0,-1000,0.7,32.1,31.1,0.0,0,1,1,0,0
35.349,0,0,-1000.0,-1000,0.9,32.1,31.1,0.0,0,1,1,0,0
35.499,0,0,-1000.0,-1000,0.8,32.1,31.3,0.0,0,1,1,0,0
35.603,0,0,-1000.0,-1000,0.9,32.1,31.1,0.0,0,1,1,0,0
35.655,0,0,-1000.0,-1000,0.8,32.0,31.1,0.0,0,1,1,0,0
35.769,0,0,-1000.0,-1000,0.8,32.0,31.1,0.0,0,1,1,0,0
35.967,0,0,-1000.0,-1000,0.8,32.0,31.1,0.0,0,1,1,0,0
36.051,0,0,-1000.0,-1000,0.8,32.0,31.4,0.0,0,1,1,0,0
36.095,0,0,-1000.0,-1000,0.8,32.1,31.3,0.0,0,1,1,0,0
36.2,0,0,-1000.0,-1000,0.8,32.1,31.3,0.0,0,1,1,0,0
36.349,0,0,-1000.0,-1000,0.8,32.0,31.3,0.0,0,1,1,0,0
36.495,0,0,-1000.0,-1000,1.1,32.0,31.4,0.0,0,1,1,0,0
36.651,0,0,-1000.0,-1000,0.9,32.1,31.4,0.0,0,1,1,0,0
36.759,0,0,-1000.0,-1000,0.8,32.0,31.4,0.0,0,1,1,0,0
36.801,0,0,-1000.0,-1000,0.8,32.0,31.4,0.0,0,1,1,0,0
36.947,0,0,-1000.0,-1000,1.0,32.0,31.3,0.0,0,1,1,0,0
36.991,0,0,-1000.0,-1000,0.9,32.0,31.3,0.0,0,1,1,0,0
37.096,0,0,-1000.0,-1000,0.9,32.0,31.3,0.0,0,1,1,0,0
37.249,0,0,-1000.0,-1000,1.2,32.0,31.3,0.0,0,1,1,0,0
37.42,0,0,-1000.0,-1000,0.9,32.0,31.4,0.0,0,1,1,0,0
37.462,0,0,-1000.0,-1000,0.9,32.0,31.4,0.0,0,1,1,0,0
37.546,0,0,-1000.0,-1000,0.7,31.9,31.4,0.0,0,1,1,0,0
37.702,0,0,-1000.0,-1000,0.7,31.9,31.4,0.0,0,1,1,0,0
37.848,0,0,-1000.0,-1000,0.9,32.1,31.4,0.0,0,1,1,0,0
37.893,0,0,-1000.0,-1000,1.1,32.1,31.3,0.0,0,1,1,0,0
38.039,0,0,-1000.0,-1000,0.9,32.0,31.3,0.0,0,1,1,0,0
38.188,0,0,-1000.0,-1000,0.8,32.0,31.4,0.0,0,1,1,0,0
38.297,0,0,-1000.0,-1000,0.7,32.0,31.4,0.0,0,1,1,0,0
38.339,0,0,-1000.0,-1000,1.1,32.1,31.3,0.0,0,1,1,0,0
38.444,0,0,-1000.0,-1000,1.1,32.1,31.3,0.0,0,1,1,0,0
38.485,0,0,-1000.0,-1000,1.0,32.0,31.3,0.0,0,1,1,0,0
38.609,0,0,-1000.0,-1000,1.0,32.0,31.3,0.0,0,1,1,0,0
38.85,0,0,-1000.0,-1000,1.1,32.1,31.3,0.0,0,1,1,0,0
38.892,0,0,-1000.0,-1000,1.1,32.1,31.3,0.0,0,1,1,0,0
39.04,0,0,-1000.0,-1000,0.6,31.6,31.3,0.0,0,1,1,0,0
39.189,0,0,-1000.0,-1000,0.9,31.4,31.3,0.0,0,1,1,0,0
39.336,0,0,-1000.0,-1000,0.8,31.2,31.3,0.0,0,1,1,0,0
39.486,0,0,-1000.0,-1000,1.0,31.2,31.3,0.0,0,1,1,0,0
39.591,0,0,-1000.0,-1000,0.9,31.2,31.3,0.0,0,1,1,0,0
39.646,0,0,-1000.0,-1000,1.1,31.2,31.1,0.0,0,1,1,0,0
39.753,0,0,-1000.0,-1000,1.1,31.2,31.1,0.0,0,1,1,0,0
39.795,0,0,-1000.0,-1000,1.1,31.2,31.1,0.0,0,1,1,0,0
39.905,0,0,-1000.0,-1000,0.9,31.2,31.1,0.0,0,1,1,0,0
40.009,0,0,-1000.0,-1000,0.9,31.2,31.1,0.0,0,1,1,0,0
40.051,0,0,-1000.0,-1000,0.9,31.2,31.1,0.0,0,1,1,0,0
40.137,0,0,-1000.0,-1000,0.9,31.2,31.1,0.0,0,1,1,0,0
40.283,0,0,-1000.0,-1000,1.4,31.1,31.1,0.0,0,1,1,0,0
40.432,0,0,-1000.0,-1000,1.0,31.3,31.1,0.0,0,1,1,0,0
40.581,0,0,-1000.0,-1000,0.7,31.5,31.1,0.0,0,1,1,0,0
40.693,0,0,-1000.0,-1000,1.1,31.8,31.1,0.0,0,1,1,0,0
40.842,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
40.884,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
41.033,0,0,-1000.0,-1000,1.0,31.9,31.1,0.0,0,1,1,0,0
41.182,0,0,-1000.0,-1000,0.6,31.9,31.1,0.0,0,1,1,0,0
41.581,0,0,-1000.0,-1000,1.1,31.9,31.1,0.0,0,1,1,0,0
42.032,0,0,-1000.0,-1000,0.8,32.0,30.8,0.0,0,1,1,0,0
42.395,0,0,-1000.0,-1000,1.0,31.9,30.9,0.0,0,1,1,0,0
42.437,0,0,-1000.0,-1000,1.0,31.9,30.9,0.0,0,1,1,0,0
42.5,0,0,-1000.0,-1000,1.0,31.9,30.9,0.0,0,1,1,0,0
42.545,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.628,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.67,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.719,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.784,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.826,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.868,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
42.975,0,0,-1000.0,-1000,0.9,32.0,30.9,0.0,0,1,1,0,0
43.017,0,0,-1000.0,-1000,0.9,32.0,30.9,0.0,0,1,1,0,0
43.122,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.164,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.271,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.312,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.375,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.42,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.461,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.524,0,0,-1000.0,-1000,0.7,32.0,30.9,0.0,0,1,1,0,0
43.566,0,0,-1000.0,-1000,0.8,32.0,31.3,0.0,0,1,1,0,0
43.608,0,0,-1000.0,-1000,0.8,32.0,31.3,0.0,0,1,1,0,0
43.681,0,0,-1000.0,-1000,0.8,32.0,31.3,0.0,0,1,1,0,0
43.723,0,0,-1000.0,-1000,0.8,32.0,31.3,0.0,0,1,1,0,0
43.828,0,0,-1000.0,-1000,0.8,32.0,31.3,0.0,0,1,1,0,0
43.872,0,0,-1000.0,-1000,0.7,32.0,31.1,0.0,0,1,1,0,0
43.914,0,0,-1000.0,-1000,0.7,32.0,31.1,0.0,0,1,1,0,0
44.035,0,0,-1000.0,-1000,0.7,32.0,31.1,0.0,0,1,1,0,0
44.077,0,0,-1000.0,-1000,0.7,32.0,31.1,0.0,0,1,1,0,0
44.183,0,0,-1000.0,-1000,0.7,32.0,31.1,0.0,0,1,1,0,0
44.267,0,0,-1000.0,-1000,0.8,31.9,31.3,0.0,0,1,1,0,0
44.316,0,0,-1000.0,-1000,0.8,31.9,31.3,0.0,0,1,1,0,0
44.422,0,0,-1000.0,-1000,0.8,31.9,31.3,0.0,0,1,1,0,0
44.464,0,0,-1000.0,-1000,0.8,31.9,31.3,0.0,0,1,1,0,0
44.571,0,0,-1000.0,-1000,0.6,31.9,31.3,0.0,0,1,1,0,0
44.613,0,0,-1000.0,-1000,0.7,31.9,31.3,0.0,0,1,1,0,0
44.726,0,0,-1000.0,-1000,0.7,31.9,31.3,0.0,0,1,1,0,0
44.77,0,0,-1000.0,-1000,1.2,31.9,31.3,0.0,0,1,1,0,0
44.9,0,0,-1000.0,-1000,1.2,31.9,31.3,0.0,0,1,1,0,0
44.941,0,0,-1000.0,-1000,0.7,31.9,31.1,0.0,0,1,1,0,0
44.983,0,0,-1000.0,-1000,0.7,31.9,31.1,0.0,0,1,1,0,0
45.218,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
45.26,0,0,-1000.0,-1000,0.8,32.0,31.1,0.0,0,1,1,0,0
45.365,0,0,-1000.0,-1000,0.9,32.0,31.1,0.0,0,1,1,0,0
45.407,0,0,-1000.0,-1000,0.8,32.0,31.1,0.0,0,1,1,0,0
45.514,0,0,-1000.0,-1000,1.4,31.9,31.1,0.0,0,1,1,0,0
45.618,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
45.669,0,0,-1000.0,-1000,0.7,31.8,31.1,0.0,0,1,1,0,0
45.774,0,0,-1000.0,-1000,0.7,31.8,31.1,0.0,0,1,1,0,0
45.816,0,0,-1000.0,-1000,0.7,31.8,31.1,0.0,0,1,1,0,0
45.965,0,0,-1000.0,-1000,0.9,31.9,31.0,0.0,0,1,1,0,0
46.007,0,0,-1000.0,-1000,0.7,31.9,31.0,0.0,0,1,1,0,0
46.114,0,0,-1000.0,-1000,0.8,31.9,31.0,0.0,0,1,1,0,0
46.261,0,0,-1000.0,-1000,0.7,31.9,31.1,0.0,0,1,1,0,0
46.41,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
46.559,0,0,-1000.0,-1000,0.5,31.9,31.1,0.0,0,1,1,0,0
46.671,0,0,-1000.0,-1000,0.8,31.9,30.9,0.0,0,1,1,0,0
46.72,0,0,-1000.0,-1000,0.8,31.9,30.9,0.0,0,1,1,0,0
46.835,0,0,-1000.0,-1000,0.8,31.9,30.9,0.0,0,1,1,0,0
46.877,0,0,-1000.0,-1000,0.8,31.9,30.9,0.0,0,1,1,0,0
46.961,0,0,-1000.0,-1000,0.6,31.8,31.0,0.0,0,1,1,0,0
47.005,0,0,-1000.0,-1000,0.6,31.8,31.0,0.0,0,1,1,0,0
47.11,0,0,-1000.0,-1000,0.6,31.8,31.0,0.0,0,1,1,0,0
47.259,0,0,-1000.0,-1000,1.0,31.9,31.0,0.0,0,1,1,0,0
47.432,0,0,-1000.0,-1000,1.0,31.8,31.0,0.0,0,1,1,0,0
47.536,0,0,-1000.0,-1000,0.8,31.8,31.0,0.0,0,1,1,0,0
47.578,0,0,-1000.0,-1000,0.8,31.8,31.0,0.0,0,1,1,0,0
47.714,0,0,-1000.0,-1000,1.1,31.8,31.0,0.0,0,1,1,0,0
47.818,0,0,-1000.0,-1000,1.0,31.8,31.0,0.0,0,1,1,0,0
47.86,0,0,-1000.0,-1000,1.0,31.8,31.0,0.0,0,1,1,0,0
47.904,0,0,-1000.0,-1000,0.9,31.9,31.0,0.0,0,1,1,0,0
48.009,0,0,-1000.0,-1000,0.9,31.9,31.0,0.0,0,1,1,0,0
48.051,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
48.157,0,0,-1000.0,-1000,0.9,31.9,31.1,0.0,0,1,1,0,0
48.306,0,0,-1000.0,-1000,0.7,31.9,31.1,0.0,0,1,1,0,0
48.453,0,0,-1000.0,-1000,0.8,31.9,31.1,0.0,0,1,1,0,0
48.603,0,0,-1000.0,-1000,0.9,32.4,31.0,0.0,0,1,1,0,0
48.716,0,0,-1000.0,-1000,0.8,32.3,31.0,0.0,0,1,1,0,0
48.76,0,0,-1000.0,-1000,0.6,32.3,31.0,0.0,0,1,1,0,0
48.906,0,0,-1000.0,-1000,0.9,32.3,31.0,0.0,0,1,1,0,0
48.948,0,0,-1000.0,-1000,0.9,32.3,31.0,0.0,0,1,1,0,0
49.055,0,0,-1000.0,-1000,0.9,32.3,31.0,0.0,0,1,1,0,0
49.097,0,0,-1000.0,-1000,0.9,32.4,31.0,0.0,0,1,1,0,0
49.204,0,0,-1000.0,-1000,0.9,32.4,31.0,0.0,0,1,1,0,0
49.351,0,0,-1000.0,-1000,0.9,32.4,31.0,0.0,0,1,1,0,0
49.517,0,0,-1000.0,-1000,0.8,32.4,30.9,0.0,0,1,1,0,0
49.672,0,0,-1000.0,-1000,0.9,32.4,31.0,0.0,0,1,1,0,0
49.756,0,0,-1000.0,-1000,0.9,32.4,31.0,0.0,0,1,1,0,0
49.971,0,0,-1000.0,-1000,1.2,32.3,31.0,0.0,0,1,1,0,0
50.075,0,0,-1000.0,-1000,0.9,31.9,31.0,0.0,0,1,1,0,0
50.245,0,0,-1000.0,-1000,0.9,31.5,31.0,0.0,0,1,1,0,0
50.352,0,0,-1000.0,-1000,0.9,31.5,31.0,0.0,0,1,1,0,0
50.394,0,0,-1000.0,-1000,0.9,31.5,31.0,0.0,0,1,1,0,0
50.499,0,0,-1000.0,-1000,0.9,31.5,31.0,0.0,0,1,1,0,0
50.543,0,0,-1000.0,-1000,1.1,31.5,31.0,0.0,0,1,1,0,0
50.648,0,0,-1000.0,-1000,1.1,31.5,31.0,0.0,0,1,1,0,0
50.804,0,0,-1000.0,-1000,1.0,31.3,31.0,0.0,0,1,1,0,0
50.95,0,0,-1000.0,-1000,0.8,31.3,31.0,0.0,0,1,1,0,0
50.995,0,0,-1000.0,-1000,1.1,31.3,31.3,0.0,0,1,1,0,0
51.099,0,0,-1000.0,-1000,1.1,31.3,31.3,0.0,0,1,1,0,0
51.249,0,0,-1000.0,-1000,0.8,31.3,31.1,0.0,0,1,1,0,0
51.401,0,0,-1000.0,-1000,1.0,31.4,31.1,0.0,0,1,1,0,0
51.548,0,0,-1000.0,-1000,1.0,31.4,31.1,0.0,0,1,1,0,0
51.697,0,0,-1000.0,-1000,1.1,31.5,31.1,0.0,0,1,1,0,0
51.853,0,0,-1000.0,-1000,0.9,31.5,31.1,0.0,0,1,1,0,0
52.833,0,0,-1000.0,-1000,0.9,31.2,31.0,0.0,0,1,1,0,0
52.938,0,0,-1000.0,-1000,0.9,31.2,31.0,0.0,0,1,1,0,0
52.982,0,0,-1000.0,-1000,1.1,31.4,31.0,0.0,0,1,1,0,0
53.024,0,0,-1000.0,-1000,1.1,31.4,31.0,0.0,0,1,1,0,0
53.087,0,0,-1000.0,-1000,1.1,31.4,31.0,0.0,0,1,1,0,0
53.129,0,0,-1000.0,-1000,1.0,31.4,31.0,0.0,0,1,1,0,0
53.236,0,0,-1000.0,-1000,1.4,31.4,31.0,0.0,0,1,1,0,0
53.278,0,0,-1000.0,-1000,1.4,31.4,31.0,0.0,0,1,1,0,0
53.341,0,0,-1000.0,-1000,1.4,31.4,31.0,0.0,0,1,1,0,0
53.383,0,0,-1000.0,-1000,0.9,31.4,30.8,0.0,0,1,1,0,0
53.427,0,0,-1000.0,-1000,0.9,31.4,30.8,0.0,0,1,1,0,0
53.49,0,0,-1000.0,-1000,0.9,31.4,30.8,0.0,0,1,1,0,0
53.532,0,0,-1000.0,-1000,1.2,31.5,30.8,0.0,0,1,1,0,0
53.574,0,0,-1000.0,-1000,1.2,31.5,30.8,0.0,0,1,1,0,0
53.639,0,0,-1000.0,-1000,1.2,31.5,30.8,0.0,0,1,1,0,0
53.689,0,0,-1000.0,-1000,1.2,31.5,30.8,0.0,0,1,1,0,0
53.73,0,0,-1000.0,-1000,1.2,31.5,30.8,0.0,0,1,1,0,0
53.793,0,0,-1000.0,-1000,1.2,31.5,30.8,0.0,0,1,1,0,0
53.835,0,0,-1000.0,-1000,0.7,31.9,30.8,0.0,0,1,1,0,0
53.886,0,0,-1000.0,-1000,0.7,31.9,30.8,0.0,0,1,1,0,0
53.928,0,0,-1000.0,-1000,0.7,31.9,30.8,0.0,0,1,1,0,0
53.991,0,0,-1000.0,-1000,0.7,31.9,30.8,0.0,0,1,1,0,0
54.033,0,0,-1000.0,-1000,0.7,31.9,30.8,0.0,0,1,1,0,0
54.182,0,0,-1000.0,-1000,0.8,31.9,30.8,0.0,0,1,1,0,0
54.223,0,0,-1000.0,-1000,0.8,31.9,30.8,0.0,0,1,1,0,0
54.33,0,0,-1000.0,-1000,0.8,31.9,30.8,0.0,0,1,1,0,0
54.372,0,0,-1000.0,-1000,0.8,31.9,30.8,0.0,0,1,1,0,0
54.435,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.477,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.521,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.583,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.625,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.74,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.781,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
54.886,0,0,-1000.0,-1000,0.9,31.8,30.9,0.0,0,1,1,0,0
54.968,0,0,-1000.0,-1000,0.9,31.8,30.9,0.0,0,1,1,0,0
55.012,0,0,-1000.0,-1000,0.9,31.8,30.9,0.0,0,1,1,0,0
55.075,0,0,-1000.0,-1000,0.9,31.8,30.9,0.0,0,1,1,0,0
55.117,0,0,-1000.0,-1000,0.9,31.8,30.9,0.0,0,1,1,0,0
55.159,0,0,-1000.0,-1000,0.9,31.8,30.9,0.0,0,1,1,0,0
55.18,0,0,-1000.0,-1000,0.9,31.6,30.9,0.0,0,1,1,0,0
55.224,0,0,-1000.0,-1000,0.9,31.6,30.9,0.0,0,1,1,0,0
55.328,0,0,-1000.0,-1000,0.9,31.6,30.9,0.0,0,1,1,0,0
55.37,0,0,-1000.0,-1000,0.9,31.6,30.8,0.0,0,1,1,0,0
55.477,0,0,-1000.0,-1000,0.8,31.6,30.8,0.0,0,1,1,0,0
55.519,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
55.582,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
55.624,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
55.668,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
55.737,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
55.78,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
55.887,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
55.929,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
55.971,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
56.075,0,0,-1000.0,-1000,0.9,31.9,30.8,0.0,0,1,1,0,0
56.12,0,0,-1000.0,-1000,0.9,31.9,30.8,0.0,0,1,1,0,0
56.224,0,0,-1000.0,-1000,0.8,31.9,30.8,0.0,0,1,1,0,0
56.374,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
56.479,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
56.523,0,0,-1000.0,-1000,0.9,31.8,30.8,0.0,0,1,1,0,0
56.628,0,0,-1000.0,-1000,0.9,31.8,30.8,0.0,0,1,1,0,0
56.785,0,0,-1000.0,-1000,1.1,31.8,30.8,0.0,0,1,1,0,0
56.976,0,0,-1000.0,-1000,0.6,31.6,30.9,0.0,0,1,1,0,0
57.122,0,0,-1000.0,-1000,1.4,31.8,30.9,0.0,0,1,1,0,0
57.271,0,0,-1000.0,-1000,0.9,31.8,30.8,0.0,0,1,1,0,0
57.376,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
57.444,0,0,-1000.0,-1000,0.9,31.6,30.8,0.0,0,1,1,0,0
57.548,0,0,-1000.0,-1000,0.9,31.6,30.8,0.0,0,1,1,0,0
57.59,0,0,-1000.0,-1000,0.9,31.6,30.8,0.0,0,1,1,0,0
57.634,0,0,-1000.0,-1000,0.7,31.6,30.8,0.0,0,1,1,0,0
57.758,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
57.863,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
57.907,0,0,-1000.0,-1000,0.8,31.8,30.8,0.0,0,1,1,0,0
57.97,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
58.074,0,0,-1000.0,-1000,1.0,31.8,30.8,0.0,0,1,1,0,0
58.119,0,0,-1000.0,-1000,1.1,31.8,30.8,0.0,0,1,1,0,0
58.223,0,0,-1000.0,-1000,1.1,31.8,30.8,0.0,0,1,1,0,0
58.265,0,0,-1000.0,-1000,0.9,31.6,30.6,0.0,0,1,1,0,0
58.372,0,0,-1000.0,-1000,0.9,31.6,30.6,0.0,0,1,1,0,0
58.414,0,0,-1000.0,-1000,0.8,31.8,30.6,0.0,0,1,1,0,0
58.519,0,0,-1000.0,-1000,0.8,31.8,30.6,0.0,0,1,1,0,0
58.567,0,0,-1000.0,-1000,0.8,31.6,30.6,0.0,0,1,1,0,0
58.672,0,0,-1000.0,-1000,0.8,31.6,30.6,0.0,0,1,1,0,0
58.828,0,0,-1000.0,-1000,0.9,31.6,30.9,0.0,0,1,1,0,0
58.87,0,0,-1000.0,-1000,0.9,31.6,30.9,0.0,0,1,1,0,0
