#datatype measurement,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
#group false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#default _result,,,,,,,,,,,,,,
tempoDoSistema,power,motor_power,torque,motor_rpm,voltage,motor_temp,controller_temp,accelerator,ready_to_drive,torque_request_disable,test_mode,regen_request,brake
19.879,9083,6906,56.0,1176,123.5,38.6,30.4,0.0,0,1,1,0,32768
19.954,10226,6902,55.299999999999955,1190,119.5,38.3,30.4,0.0,0,1,1,0,32768
20.155,10153,7785,58.40000000000009,1271,119.5,38.3,30.4,0.0,0,1,1,0,32768
20.24,10121,7664,56.299999999999955,1299,118.5,38.6,30.5,0.0,0,1,1,0,32768
20.296,11753,7432,53.700000000000045,1320,118.5,38.6,30.5,0.0,0,1,1,0,32768
20.433,11624,8190,55.90000000000009,1396,118.5,38.6,30.5,0.0,0,1,1,0,32768
20.489,12290,8448,56.799999999999955,1419,118.5,38.6,30.5,0.0,0,1,1,0,32768
20.637,11803,8485,54.90000000000009,1473,118.5,38.6,30.5,0.0,0,1,1,0,32768
20.692,11280,8289,53.09999999999991,1490,113.1,38.4,30.8,0.0,0,1,1,0,32768
20.747,11254,8588,54.299999999999955,1508,113.1,38.4,30.8,0.0,0,1,1,0,32768
20.834,12691,9053,55.5,1555,113.1,38.4,30.8,0.0,0,1,1,0,32768
20.889,12776,9687,59.0,1567,113.1,38.4,30.8,0.0,0,1,1,0,32768
21.085,12705,9461,54.59999999999991,1653,113.1,38.4,30.8,0.0,0,1,1,0,32768
21.289,11395,9824,54.299999999999955,1725,113.1,38.4,30.8,0.0,0,1,1,0,32768
21.344,11373,10265,55.799999999999955,1753,113.1,38.4,30.8,0.0,0,1,1,0,32768
21.43,13055,11002,58.40000000000009,1797,108.8,39.2,30.9,0.0,0,1,1,0,32768
21.486,13789,10217,54.200000000000045,1797,108.8,39.2,30.9,0.0,0,1,1,0,32768
21.689,14244,11596,59.0,1874,108.8,39.2,30.9,0.0,0,1,1,0,32768
21.748,13668,10173,51.299999999999955,1891,108.8,39.2,30.9,0.0,0,1,1,0,32768
21.887,12309,9925,48.700000000000045,1943,109.7,39.3,30.9,0.0,0,1,1,0,32768
22.089,13619,10193,48.200000000000045,2018,109.6,39.8,30.9,0.0,0,1,1,0,32768
22.144,12821,10275,48.09999999999991,2036,109.6,39.8,30.9,0.0,0,1,1,0,32768
22.285,12110,10200,46.799999999999955,2079,110.4,39.7,31.0,0.0,0,1,1,0,32768
22.479,10059,10150,45.0,2150,110.0,39.8,30.6,0.0,0,1,1,0,32768
22.538,11821,10354,45.700000000000045,2160,110.6,40.0,30.5,0.0,0,1,1,0,32768
22.736,11332,10023,43.09999999999991,2218,111.4,40.0,30.5,0.0,0,1,1,0,32768
22.8,12478,8984,38.5,2228,111.4,40.0,30.5,0.0,0,1,1,0,32768
22.953,10469,9481,39.90000000000009,2267,112.6,39.9,30.4,0.0,0,1,1,0,32768
23.098,9773,8599,35.40000000000009,2313,113.1,39.9,30.4,0.0,0,1,1,0,32768
23.183,10190,9066,37.200000000000045,2323,113.5,39.9,30.4,0.0,0,1,1,0,32768
23.239,9634,9103,37.0,2345,114.3,40.0,31.0,0.0,1,0,1,0,10922
23.377,10208,9146,36.799999999999955,2370,114.3,40.0,31.0,0.0,1,0,1,0,10922
23.432,9808,8424,33.90000000000009,2371,115.2,39.9,31.1,0.0,1,0,1,0,10922
23.641,8789,8417,33.09999999999991,2425,115.2,39.9,31.1,0.0,1,0,1,0,10922
23.696,10022,8529,33.40000000000009,2432,115.2,40.1,31.0,0.0,1,0,1,0,10922
23.837,8304,8367,32.5,2457,116.0,40.3,31.4,0.0,1,0,1,0,10922
23.984,8390,8406,32.299999999999955,2480,116.0,40.3,31.4,0.0,1,0,1,0,10922
24.04,8541,8278,31.700000000000045,2486,116.8,40.0,32.0,0.0,1,0,1,0,10922
24.191,8736,8229,31.200000000000045,2511,116.9,40.0,32.0,0.0,1,0,1,0,10922
24.526,7761,7944,29.59999999999991,2556,118.3,39.6,32.4,0.0,1,0,1,0,10922
24.581,8445,7456,27.799999999999955,2560,117.8,40.5,32.5,0.0,1,0,1,0,10922
24.784,7400,7710,28.40000000000009,2586,118.5,40.5,32.5,0.0,1,0,1,0,10922
24.839,7428,7349,26.90000000000009,2600,118.2,40.3,32.0,0.0,1,0,1,0,10922
24.98,8007,7276,26.5,2619,119.2,40.5,32.1,0.0,1,0,1,0,10922
25.182,7213,6948,25.200000000000045,2631,119.8,40.4,32.3,0.0,1,0,1,0,10922
25.236,7159,7123,25.90000000000009,2623,119.4,40.6,32.4,0.0,1,0,1,0,10922
25.374,7624,7067,25.40000000000009,2650,119.9,40.5,32.4,0.0,1,0,1,0,10922
25.626,6670,6557,23.299999999999955,2681,119.9,40.9,32.7,0.0,1,0,1,0,10922
25.681,7204,6602,23.5,2675,119.9,40.9,32.7,0.0,1,0,1,0,10922
25.877,6295,6547,23.200000000000045,2692,120.4,41.2,33.1,0.0,1,0,1,0,10922
26.074,6277,6600,23.100000000000023,2724,121.0,41.2,33.0,0.0,1,0,1,0,10922
26.14,6644,6393,22.399999999999977,2716,99.6,40.6,33.1,0.0,1,0,1,0,10922
26.353,-502,-181,-0.7000000000000455,2698,107.8,40.6,33.1,0.0,1,0,1,0,10922
26.411,-802,-448,-1.6000000000000227,2699,107.8,40.6,33.1,0.0,1,0,1,0,10922
26.583,-683,-225,-0.8999999999999773,2658,107.0,41.1,33.1,0.0,1,0,1,0,10922
26.724,-523,-185,-0.7000000000000455,2625,109.1,40.1,33.0,0.0,1,0,1,0,10922
26.781,-895,-502,-1.8999999999999773,2634,105.6,40.0,33.1,0.0,1,0,1,0,10922
26.977,-889,-388,-1.5,2596,103.8,40.1,33.6,0.0,1,0,1,0,10922
27.18,-742,-407,-1.6000000000000227,2561,102.5,40.0,33.7,0.0,1,0,1,0,10922
27.244,-567,-295,-1.1000000000000227,2585,103.2,40.6,33.1,0.0,1,0,1,0,10922
27.444,-778,-354,-1.3999999999999773,2531,103.2,40.6,33.1,0.0,1,0,1,0,10922
27.533,-506,-263,-1.1000000000000227,2501,101.2,40.7,33.4,0.0,1,0,1,0,10922
27.731,-518,-337,-1.3999999999999773,2459,98.3,40.4,33.7,0.0,1,0,1,0,10922
27.873,-861,-425,-1.7000000000000455,2413,98.3,40.4,33.7,0.0,1,0,1,0,10922
27.928,-610,-412,-1.7000000000000455,2409,97.1,40.4,33.6,0.0,1,0,1,0,10922
28.128,-429,-326,-1.3999999999999773,2363,94.6,41.7,33.5,0.0,1,0,1,0,10922
28.331,-418,-324,-1.3999999999999773,2317,92.4,41.2,34.0,0.0,1,0,1,0,10922
28.527,-591,-406,-1.7999999999999545,2250,90.6,41.3,32.6,0.0,1,0,1,0,10922
28.725,-293,-164,-0.7999999999999545,2228,88.4,37.3,32.7,0.0,1,0,1,0,10922
28.918,-335,-159,-0.7999999999999545,2162,87.7,37.3,32.7,0.0,1,0,1,0,10922
28.973,-527,-292,-1.2999999999999545,2142,85.8,37.6,32.7,0.0,1,0,1,0,10922
29.171,-581,-380,-1.7999999999999545,2074,85.2,37.6,32.5,0.0,1,0,1,0,10922
29.226,-519,-285,-1.3999999999999773,2069,83.1,38.0,32.3,0.0,1,0,1,0,10922
29.375,-548,-401,-1.8999999999999773,2027,83.1,38.0,32.3,0.0,1,0,1,0,10922
29.435,-470,-364,-1.7999999999999545,2033,80.4,37.9,32.4,0.0,1,0,1,0,10922
29.658,0,-6,-0.10000000000002274,2169,72.3,37.3,32.7,0.0,1,0,1,0,10922
29.824,0,-6,-0.10000000000002274,2169,64.5,37.8,32.6,0.0,1,0,1,0,10922
30.02,0,-6,-0.10000000000002274,2169,62.7,37.7,32.6,0.0,1,0,1,0,10922
30.217,0,-6,-0.10000000000002274,2169,62.7,37.7,32.6,0.0,1,0,1,0,10922
30.272,0,-6,-0.10000000000002274,2169,62.4,41.2,32.5,0.0,1,0,1,0,10922
30.465,0,-6,-0.10000000000002274,2169,61.0,41.1,32.6,0.0,1,0,1,0,10922
30.523,0,-6,-0.10000000000002274,2169,59.4,41.2,32.7,0.0,1,0,1,0,10922
30.717,0,-6,-0.10000000000002274,2169,59.0,41.2,32.7,0.0,1,0,1,0,10922
30.983,0,-6,-0.10000000000002274,2169,57.4,41.4,32.7,0.0,1,0,1,0,10922
31.318,0,-6,-0.10000000000002274,2169,55.4,41.8,32.9,0.0,1,0,1,0,10922
31.514,0,-6,-0.10000000000002274,2169,54.9,41.8,32.9,0.0,1,0,1,0,10922
31.569,0,-6,-0.10000000000002274,2169,54.2,41.8,32.9,0.0,1,0,1,0,10922
31.765,0,-6,-0.10000000000002274,2169,52.2,42.0,33.0,0.0,1,0,1,0,10922
31.821,0,-6,-0.10000000000002274,2169,52.2,42.0,33.0,0.0,1,0,1,0,10922
32.016,0,-6,-0.10000000000002274,2169,51.5,41.9,33.0,0.0,1,0,1,0,10922
32.213,0,-6,-0.10000000000002274,2169,51.6,41.9,33.0,0.0,1,0,1,0,10922
32.268,0,-6,-0.10000000000002274,2169,50.3,41.9,33.0,0.0,1,0,1,0,10922
32.521,0,-6,-0.10000000000002274,2169,49.3,41.7,33.0,0.0,1,0,1,0,10922
32.716,0,-6,-0.10000000000002274,2169,48.1,41.7,33.0,0.0,1,0,1,0,10922
32.99,0,-6,-0.10000000000002274,2169,47.7,41.8,32.9,0.0,1,0,1,0,10922
33.242,0,-6,-0.10000000000002274,2169,45.9,42.3,32.7,0.0,1,0,1,0,10922
33.301,0,-6,-0.10000000000002274,2169,45.9,42.3,32.7,0.0,1,0,1,0,10922
33.625,0,-6,-0.10000000000002274,2169,44.3,42.3,32.6,0.0,1,0,1,0,10922
33.766,0,-6,-0.10000000000002274,2169,43.6,42.3,32.7,0.0,1,0,1,0,10922
34.025,0,-6,-0.10000000000002274,2169,42.8,42.4,32.7,32.40711070420386,1,0,1,0,0
34.219,0,-6,-0.10000000000002274,2169,42.3,42.4,32.6,32.40711070420386,1,0,1,0,0
34.422,0,-6,-0.10000000000002274,2169,41.3,42.4,32.7,32.40711070420386,1,0,1,0,0
35.367,0,-6,-0.10000000000002274,2169,37.7,41.6,32.7,32.40711070420386,1,0,1,0,0
35.76,0,-6,-0.10000000000002274,2169,37.2,41.4,32.6,32.40711070420386,1,0,1,0,0
35.815,0,-6,-0.10000000000002274,2169,36.8,41.4,32.6,32.40711070420386,1,0,1,0,0
35.953,0,-6,-0.10000000000002274,2169,36.8,41.4,32.6,32.40711070420386,1,0,1,0,0
36.008,0,-6,-0.10000000000002274,2169,35.7,41.3,32.6,32.40711070420386,1,0,1,0,0
36.226,0,-6,-0.10000000000002274,2169,35.4,41.2,32.6,32.40711070420386,1,0,1,0,0
36.281,0,-6,-0.10000000000002274,2169,35.4,41.2,32.6,32.40711070420386,1,0,1,0,0
36.422,0,-6,-0.10000000000002274,2169,35.6,41.4,32.6,32.40711070420386,1,0,1,0,0
36.505,0,-6,-0.10000000000002274,2169,35.6,41.4,32.6,32.40711070420386,1,0,1,0,0
36.56,0,-6,-0.10000000000002274,2169,34.7,41.7,32.6,32.40711070420386,1,0,1,0,0
36.764,0,-6,-0.10000000000002274,2169,34.7,41.7,32.6,32.40711070420386,1,0,1,0,0
36.819,0,-6,-0.10000000000002274,2169,34.7,41.7,32.6,32.40711070420386,1,0,1,0,0
36.96,0,-6,-0.10000000000002274,2169,32.6,41.6,32.7,32.40711070420386,1,0,1,0,0
37.164,0,-6,-0.10000000000002274,2169,32.6,41.6,32.7,32.40711070420386,1,0,1,0,0
37.222,0,-6,-0.10000000000002274,2169,32.6,41.6,32.7,32.40711070420386,1,0,1,0,0
37.36,0,-6,-0.10000000000002274,2169,32.1,41.7,32.6,32.40711070420386,1,0,1,0,0
37.562,0,-6,-0.10000000000002274,2169,32.1,41.7,32.6,32.40711070420386,1,0,1,0,0
37.619,0,-6,-0.10000000000002274,2169,32.1,41.7,32.6,32.40711070420386,1,0,1,0,0
37.758,0,-6,-0.10000000000002274,2169,30.7,41.9,32.5,28.47180895704585,1,0,1,0,0
37.954,0,-6,-0.10000000000002274,2169,30.7,41.9,32.5,28.47180895704585,1,0,1,0,0
38.026,0,-6,-0.10000000000002274,2169,30.7,41.9,32.5,28.47180895704585,1,0,1,0,0
38.167,0,-6,-0.10000000000002274,2169,30.7,41.9,32.5,28.47180895704585,1,0,1,0,0
38.222,0,-6,-0.10000000000002274,2169,30.7,41.9,32.5,28.47180895704585,1,0,1,0,0
38.305,0,-6,-0.10000000000002274,2169,28.7,42.5,32.5,28.47180895704585,1,0,1,0,0
38.36,0,-6,-0.10000000000002274,2169,28.7,42.5,32.5,28.47180895704585,1,0,1,0,0
38.501,0,-6,-0.10000000000002274,2169,28.7,42.5,32.5,28.47180895704585,1,0,1,0,0
38.562,0,-6,-0.10000000000002274,2169,28.7,42.5,32.5,28.47180895704585,1,0,1,0,0
38.759,0,-6,-0.10000000000002274,2169,28.7,42.5,32.5,28.47180895704585,1,0,1,0,0
38.814,0,-6,-0.10000000000002274,2169,28.7,42.3,32.5,28.47180895704585,1,0,1,0,0
38.952,0,-6,-0.10000000000002274,2169,28.7,42.3,32.5,28.47180895704585,1,0,1,0,0
39.203,0,-6,-0.10000000000002274,2169,27.8,42.5,32.5,28.47180895704585,1,0,1,0,0
39.4,0,-6,-0.10000000000002274,2169,27.6,42.5,32.5,28.47180895704585,1,0,1,0,0
39.477,0,-6,-0.10000000000002274,2169,26.9,42.4,32.5,28.47180895704585,1,0,1,0,0
39.673,0,-6,-0.10000000000002274,2169,27.0,42.4,32.4,28.47180895704585,1,0,1,0,0
39.756,0,-6,-0.10000000000002274,2169,27.0,42.4,32.4,28.47180895704585,1,0,1,0,0
39.948,0,-6,-0.10000000000002274,2169,26.0,42.4,32.3,28.47180895704585,1,0,1,0,0
40.004,0,-6,-0.10000000000002274,2169,26.0,42.4,32.3,28.47180895704585,1,0,1,0,0
40.2,0,-6,-0.10000000000002274,2169,26.4,42.4,32.3,28.47180895704585,1,0,1,0,0
40.255,0,-6,-0.10000000000002274,2169,26.0,42.6,32.3,28.47180895704585,1,0,1,0,0
40.451,0,-6,-0.10000000000002274,2169,26.1,42.6,32.1,28.47180895704585,1,0,1,0,0
40.506,0,-6,-0.10000000000002274,2169,25.3,42.5,32.0,28.47180895704585,1,0,1,0,0
40.702,0,-6,-0.10000000000002274,2169,24.6,42.4,32.0,28.47180895704585,1,0,1,0,0
40.951,0,-6,-0.10000000000002274,2169,24.7,42.5,32.0,28.47180895704585,1,0,1,0,0
41.147,0,-6,-0.10000000000002274,2169,24.0,42.4,32.0,28.47180895704585,1,0,1,0,0
41.203,0,-6,-0.10000000000002274,2169,24.3,42.3,32.0,28.47180895704585,1,0,1,0,0
41.399,0,-6,-0.10000000000002274,2169,23.8,42.3,32.0,28.47180895704585,1,0,1,0,0
41.454,0,-6,-0.10000000000002274,2169,23.4,42.2,32.0,28.47180895704585,1,0,1,0,0
41.665,0,-6,-0.10000000000002274,2169,23.0,42.0,32.0,0.0,1,0,1,0,0
41.72,0,-6,-0.10000000000002274,2169,23.0,42.0,32.0,0.0,1,0,1,0,0
41.861,0,-6,-0.10000000000002274,2169,23.0,42.0,32.0,0.0,1,0,1,0,0
41.999,0,-6,-0.10000000000002274,2169,22.2,42.2,32.1,0.0,1,0,1,0,0
42.055,0,-6,-0.10000000000002274,2169,22.2,42.2,32.1,0.0,1,0,1,0,0
42.196,0,-6,-0.10000000000002274,2169,22.2,42.2,32.1,0.0,1,0,1,0,0
42.251,0,-6,-0.10000000000002274,2169,22.3,42.2,32.3,0.0,1,0,1,0,0
42.447,0,-6,-0.10000000000002274,2169,22.2,42.2,32.3,0.0,1,0,1,0,0
42.502,0,-6,-0.10000000000002274,2169,21.8,42.2,32.1,0.0,1,0,1,0,0
