tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
10865,standard,43,6,26,00,4E,00,90,00,00,0
10877,standard,42,8,00,00,00,00,00,00,01,1
10886,standard,46,8,04,00,00,00,E8,00,AE,0
10895,standard,47,8,00,00,00,00,00,00,00,0
10904,standard,43,6,26,00,4E,00,90,00,00,0
10912,standard,42,8,00,00,00,00,00,00,01,1
10921,standard,46,8,06,00,00,00,E8,00,AD,0
10930,standard,47,8,00,00,00,00,00,00,00,0
10946,standard,43,6,26,00,4E,00,90,00,00,0
10958,standard,42,8,00,00,00,00,00,00,01,1
10970,standard,46,8,04,00,00,00,FA,00,A6,0
10978,standard,47,8,00,00,00,00,00,00,00,0
10997,standard,43,6,26,00,4E,00,90,00,00,0
11005,standard,42,8,00,00,00,00,00,00,01,1
11019,standard,46,8,05,00,00,00,A7,00,AE,0
11028,standard,47,8,00,00,00,00,00,00,00,0
11046,standard,43,6,26,00,4E,00,90,00,00,0
11055,standard,42,8,00,00,00,00,00,00,01,1
11069,standard,46,8,05,00,00,00,EB,00,AD,0
11080,standard,47,8,00,00,00,00,00,00,00,0
11096,standard,43,6,26,00,4E,00,90,00,00,0
11105,standard,42,8,00,00,00,00,00,00,01,1
11119,standard,46,8,05,00,00,00,ED,00,B0,0
11127,standard,47,8,00,00,00,00,00,00,00,0
11147,standard,43,6,26,00,4E,00,90,00,00,0
11155,standard,42,8,00,00,00,00,00,00,01,1
11168,standard,46,8,05,00,00,00,EC,00,B3,0
11177,standard,47,8,00,00,00,00,00,00,00,0
11197,standard,43,6,26,00,4E,00,90,00,00,0
11205,standard,42,8,00,00,00,00,00,00,01,1
11218,standard,46,8,05,00,00,00,EC,00,AE,0
11227,standard,47,8,00,00,00,00,00,00,00,0
11247,standard,43,6,26,00,4E,00,90,00,00,0
11256,standard,42,8,00,00,00,00,00,00,01,1
11268,standard,46,8,05,00,00,00,EA,00,AD,0
11277,standard,47,8,00,00,00,00,00,00,00,0
