tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
7001,standard,43,6,30,00,4E,00,94,00,00,00
7042,standard,42,8,00,00,00,00,00,00,01,01
7076,standard,43,6,30,00,4E,00,94,00,01,01
7109,standard,42,8,00,00,00,00,00,00,01,01
7143,standard,43,6,30,00,4E,00,94,00,01,01
7175,standard,42,8,00,00,00,00,00,00,01,01
7208,standard,43,6,30,00,4E,00,94,00,01,01
7240,standard,42,8,00,00,00,00,00,00,01,01
7272,standard,43,6,30,00,4E,00,94,00,01,01
7304,standard,42,8,00,00,00,00,00,00,01,01
7336,standard,43,6,30,00,4E,00,94,00,01,01
7368,standard,42,8,00,00,00,00,00,00,01,01
7400,standard,43,6,30,00,4E,00,94,00,01,01
7433,standard,42,8,00,00,00,00,00,00,01,01
7467,standard,43,6,30,00,4E,00,94,00,01,01
7499,standard,42,8,00,00,00,00,00,00,01,01
7532,standard,43,6,30,00,4E,00,94,00,01,01
7564,standard,42,8,00,00,00,00,00,00,01,01
7596,standard,43,6,30,00,4E,00,94,00,01,01
7628,standard,42,8,00,00,00,00,00,00,01,01
7661,standard,43,6,30,00,4E,00,94,00,01,01
7693,standard,42,8,00,00,00,00,00,00,01,01
7725,standard,43,6,30,00,4E,00,94,00,01,01
7757,standard,42,8,00,00,00,00,00,00,01,01
7789,standard,43,6,30,00,4E,00,94,00,01,01
7824,standard,42,8,00,00,00,00,00,00,01,01
7856,standard,43,6,30,00,4E,00,94,00,01,01
7888,standard,42,8,00,00,00,00,00,00,01,01
7920,standard,43,6,30,00,4E,00,94,00,01,01
7952,standard,42,8,00,00,00,00,00,00,01,01
7985,standard,43,6,30,00,4E,00,94,00,01,01
8017,standard,42,8,00,00,00,00,00,00,01,01
8049,standard,43,6,30,00,4E,00,94,00,01,01
8081,standard,42,8,00,00,00,00,00,00,01,01
8113,standard,43,6,30,00,4E,00,94,00,01,01
8148,standard,42,8,00,00,00,00,00,00,01,01
8180,standard,43,6,30,00,4E,00,94,00,01,01
8212,standard,42,8,00,00,00,00,00,00,01,01
8245,standard,43,6,30,00,4E,00,94,00,01,01
8277,standard,42,8,00,00,00,00,00,00,01,01
8309,standard,43,6,30,00,4E,00,94,00,01,01
8341,standard,43,6,30,00,4E,00,94,00,01,01
8373,standard,42,8,00,00,00,00,00,00,01,01
8406,standard,43,6,30,00,4E,00,94,00,01,01
8438,standard,43,6,30,00,4E,00,94,00,01,01
8470,standard,42,8,00,00,00,00,00,00,01,01
8504,standard,43,6,30,00,4E,00,94,00,01,01
8536,standard,43,6,30,00,4E,00,94,00,01,01
8569,standard,42,8,00,00,00,00,00,00,01,01
8601,standard,43,6,30,00,4E,00,94,00,01,01
8633,standard,43,6,30,00,4E,00,94,00,01,01
8665,standard,42,8,00,00,00,00,00,00,01,01
8697,standard,43,6,30,00,4E,00,94,00,01,01
8730,standard,43,6,30,00,4E,00,94,00,01,01
8762,standard,42,8,00,00,00,00,00,00,01,01
8794,standard,43,6,30,00,4E,00,94,00,01,01
8828,standard,43,6,30,00,4E,00,94,00,01,01
8861,standard,42,8,00,00,00,00,00,00,01,01
8893,standard,43,6,30,00,4E,00,94,00,01,01
8925,standard,42,8,00,00,00,00,00,00,01,01
8957,standard,43,6,30,00,4E,00,94,00,01,01
8990,standard,43,6,30,00,4E,00,94,00,01,01
9022,standard,42,8,00,00,00,00,00,00,01,01
9054,standard,43,6,30,00,4E,00,94,00,01,01
9086,standard,43,6,30,00,4E,00,94,00,01,01
9118,standard,42,8,00,00,00,00,00,00,01,01
9153,standard,43,6,30,00,4E,00,94,00,01,01
9185,standard,43,6,30,00,4E,00,94,00,01,01
9217,standard,42,8,00,00,00,00,00,00,01,01
9249,standard,43,6,30,00,4E,00,94,00,01,01
9282,standard,43,6,30,00,4E,00,94,00,01,01
9314,standard,42,8,00,00,00,00,00,00,01,01
