tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6974,standard,00000048,8,00,0B,02,00,00,00,00,00
7009,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7034,standard,00000046,8,05,00,10,27,01,01,E3,00
7055,standard,00000100,3,00,00,04,27,01,01,E3,00
7077,standard,00000048,8,00,0B,02,00,00,00,00,00
7099,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7121,standard,00000046,8,06,00,10,27,01,01,E3,00
7143,standard,00000043,6,00,00,00,00,96,00,E3,00
7165,standard,00000042,8,00,00,00,00,00,00,01,01
7189,standard,00000048,8,00,0B,02,00,00,00,00,00
7211,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7233,standard,00000046,8,05,00,10,27,01,01,E3,00
7254,standard,00000100,3,00,00,04,27,01,01,E3,00
7276,standard,00000048,8,00,0B,02,00,00,00,00,00
7298,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7319,standard,00000046,8,04,00,10,27,01,01,E3,00
7341,standard,00000043,6,00,00,00,00,96,00,E3,00
7363,standard,00000042,8,00,00,00,00,00,00,01,01
7384,standard,00000048,8,00,0B,02,00,00,00,00,00
7406,standard,00000046,8,06,00,10,27,01,01,E3,00
7430,standard,00000048,8,00,0B,02,00,00,00,00,00
7452,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7474,standard,00000048,8,00,0B,02,00,00,00,00,00
7495,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7517,standard,00000100,3,00,00,04,27,01,01,E3,00
7539,standard,00000048,8,00,0B,02,00,00,00,00,00
7561,standard,00000046,8,05,00,10,27,01,01,E3,00
7582,standard,00000048,8,00,0B,02,00,00,00,00,00
7604,standard,00000046,8,05,00,10,27,01,01,E3,00
7626,standard,00000048,8,00,0B,02,00,00,00,00,00
7650,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7672,standard,00000048,8,00,0B,02,00,00,00,00,00
7694,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7715,standard,00000100,3,00,00,04,27,02,01,E3,00
7737,standard,00000048,8,00,0B,02,00,00,00,00,00
7759,standard,00000046,8,05,00,10,27,02,01,E3,00
7780,standard,00000048,8,00,0B,02,00,00,00,00,00
7802,standard,00000046,8,05,00,10,27,02,01,E3,00
7824,standard,00000048,8,00,0B,02,00,00,00,00,00
7846,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7867,standard,00000048,8,00,0B,02,00,00,00,00,00
7892,standard,00000047,8,10,27,20,4E,20,4E,E8,03
7914,standard,00000100,3,00,00,04,27,02,01,E3,00
7935,standard,00000048,8,00,0B,02,00,00,00,00,00
7957,standard,00000046,8,05,00,10,27,02,01,E3,00
7979,standard,00000048,8,00,0B,02,00,00,00,00,00
8001,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8022,standard,00000048,8,00,0B,02,00,00,00,00,00
8044,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8066,standard,00000043,6,00,00,00,00,96,00,E3,00
8088,standard,00000048,8,00,0B,02,00,00,00,00,00
8113,standard,00000100,3,00,00,04,27,02,01,E3,00
8134,standard,00000048,8,00,0B,02,00,00,00,00,00
8156,standard,00000046,8,05,00,10,27,02,01,E3,00
8178,standard,00000048,8,00,0B,02,00,00,00,00,00
8200,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8221,standard,00000048,8,00,0B,02,00,00,00,00,00
8243,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8265,standard,00000043,6,00,00,00,00,96,00,E3,00
8286,standard,00000048,8,00,0B,02,00,00,00,00,00
8308,standard,00000046,8,05,00,10,27,01,01,E3,00
8330,standard,00000048,8,00,0B,02,00,00,00,00,00
8351,standard,00000046,8,04,00,10,27,01,01,E3,00
8372,standard,00000048,8,00,0B,02,00,00,00,00,00
8394,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8416,standard,00000100,3,00,00,04,27,01,01,E3,00
8437,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8459,standard,00000043,6,00,00,00,00,96,00,E3,00
8481,standard,00000048,8,00,0B,02,00,00,00,00,00
8503,standard,00000046,8,05,00,10,27,01,01,E3,00
8526,standard,00000048,8,00,0B,02,00,00,00,00,00
8548,standard,00000046,8,05,00,10,27,01,01,E3,00
8572,standard,00000042,8,00,00,00,00,00,00,01,01
8594,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8616,standard,00000100,3,00,00,04,27,02,01,E3,00
8637,standard,00000048,8,00,0B,02,00,00,00,00,00
8659,standard,00000046,8,06,00,10,27,02,01,E3,00
8681,standard,00000048,8,00,0B,02,00,00,00,00,00
8703,standard,00000046,8,05,00,10,27,02,01,E3,00
8724,standard,00000048,8,00,0B,02,00,00,00,00,00
8746,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8768,standard,00000043,6,00,00,00,00,96,00,E3,00
8792,standard,00000047,8,10,27,20,4E,20,4E,E8,03
8814,standard,00000100,3,00,00,04,27,02,01,E3,00
8835,standard,00000048,8,00,0B,02,00,00,00,00,00
8857,standard,00000046,8,05,00,10,27,02,01,E3,00
8879,standard,00000048,8,00,0B,02,00,00,00,00,00
8901,standard,00000046,8,06,00,10,27,02,01,E3,00
8923,standard,00000048,8,00,0B,02,00,00,00,00,00
