tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6994,standard,46,8,05,00,10,27,8D,01,57,01
7035,standard,100,3,00,00,00,27,8D,01,57,01
7070,standard,48,8,00,0B,06,00,00,00,00,00
7102,standard,47,8,10,27,20,4E,20,4E,E8,03
7135,standard,46,8,05,00,10,27,8D,01,57,01
7167,standard,43,6,76,00,26,00,90,00,57,01
7200,standard,42,8,00,00,00,00,00,00,04,01
7232,standard,48,8,00,0B,06,00,00,00,00,00
7264,standard,47,8,10,27,20,4E,20,4E,E8,03
7299,standard,46,8,06,00,10,27,8D,01,57,01
7332,standard,100,3,00,00,00,27,8D,01,57,01
7364,standard,48,8,00,0B,06,00,00,00,00,00
7396,standard,47,8,10,27,20,4E,20,4E,E8,03
7429,standard,46,8,05,00,10,27,8D,01,57,01
7471,standard,43,6,76,00,26,00,90,00,57,01
7516,standard,47,8,10,27,20,4E,20,4E,E8,03
7548,standard,100,3,00,00,00,27,8D,01,57,01
7580,standard,46,8,05,00,10,27,8D,01,57,01
7613,standard,47,8,10,27,20,4E,20,4E,E8,03
7645,standard,100,3,00,00,00,27,8D,01,58,01
7680,standard,43,6,76,00,26,00,90,00,58,01
7712,standard,47,8,10,27,20,4E,20,4E,E8,03
7745,standard,100,3,00,00,00,27,8E,01,58,01
7777,standard,46,8,05,00,10,27,8E,01,58,01
7810,standard,46,8,05,00,10,27,8E,01,58,01
7842,standard,47,8,10,27,20,4E,20,4E,E8,03
7875,standard,43,6,76,00,26,00,90,00,58,01
7907,standard,46,8,05,00,10,27,8E,01,57,01
7939,standard,47,8,10,27,20,4E,20,4E,E8,03
7972,standard,43,6,76,00,26,00,90,00,57,01
8007,standard,100,3,00,00,00,27,8E,01,57,01
8039,standard,47,8,10,27,20,4E,20,4E,E8,03
8072,standard,43,6,76,00,26,00,90,00,57,01
8104,standard,46,8,05,00,10,27,8D,01,57,01
8136,standard,47,8,10,27,20,4E,20,4E,E8,03
8169,standard,43,6,76,00,26,00,90,00,57,01
8202,standard,46,8,06,00,10,27,8D,01,57,01
8234,standard,48,8,00,0B,06,00,00,00,00,00
8267,standard,43,6,76,00,26,00,90,00,57,01
8299,standard,46,8,06,00,10,27,8D,01,57,01
8332,standard,48,8,00,0B,06,00,00,00,00,00
8366,standard,43,6,76,00,26,00,90,00,57,01
8399,standard,46,8,06,00,10,27,8E,01,57,01
8431,standard,48,8,00,0B,06,00,00,00,00,00
8464,standard,43,6,76,00,26,00,90,00,57,01
8496,standard,46,8,06,00,10,27,8E,01,57,01
8529,standard,100,3,00,00,00,27,8E,01,57,01
8561,standard,43,6,76,00,26,00,90,00,57,01
8594,standard,47,8,10,27,20,4E,20,4E,E8,03
8626,standard,100,3,00,00,00,27,8E,01,57,01
8659,standard,43,6,76,00,26,00,90,00,57,01
8693,standard,46,8,05,00,10,27,90,01,58,01
8726,standard,100,3,00,00,00,27,90,01,58,01
8758,standard,43,6,76,00,26,00,90,00,58,01
8791,standard,47,8,10,27,20,4E,20,4E,E8,03
8823,standard,100,3,00,00,00,27,91,01,58,01
8856,standard,43,6,76,00,26,00,90,00,58,01
8888,standard,47,8,10,27,20,4E,20,4E,E8,03
