tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
10837,standard,46,8,75,05,00,00,23,01,19,01
10859,standard,47,8,0A,00,00,00,05,00,00,00
10876,standard,43,6,0C,00,4E,00,8C,00,00,00
10890,standard,42,8,00,00,00,00,00,01,01,00
10904,standard,46,8,75,05,01,00,27,01,18,01
10918,standard,47,8,0A,00,00,00,10,00,00,00
10932,standard,43,6,0C,00,4E,00,8C,00,00,00
10948,standard,42,8,00,00,00,00,00,01,01,00
10962,standard,46,8,71,05,01,00,22,01,19,01
10976,standard,47,8,0B,00,00,00,19,00,00,00
10990,standard,43,6,0C,00,4E,00,8C,00,00,00
11004,standard,42,8,00,00,00,00,00,01,01,00
11019,standard,46,8,77,05,02,00,27,01,18,01
11033,standard,47,8,0B,00,00,00,25,00,00,00
11047,standard,43,6,0C,00,4E,00,8C,00,00,00
11061,standard,42,8,00,00,00,00,00,01,01,00
11075,standard,46,8,70,05,03,00,1F,01,1B,01
11091,standard,47,8,0D,00,00,00,30,00,00,00
11105,standard,43,6,0C,00,4E,00,8B,00,00,00
11119,standard,42,8,00,00,00,00,00,01,01,00
11133,standard,46,8,76,05,03,00,20,01,19,01
11147,standard,47,8,0C,00,00,00,36,00,00,00
11161,standard,43,6,0C,00,4E,00,8B,00,00,00
11175,standard,42,8,00,00,00,00,00,01,01,00
11189,standard,46,8,75,05,05,00,12,01,19,01
11203,standard,47,8,0D,00,00,00,47,00,00,00
11217,standard,43,6,0C,00,4E,00,8B,00,00,00
11234,standard,42,8,00,00,00,00,00,01,01,00
11248,standard,46,8,73,05,05,00,1D,01,1B,01
11262,standard,47,8,0E,00,00,00,52,00,00,00
11276,standard,43,6,0C,00,4E,00,8B,00,00,00
11290,standard,42,8,00,00,00,00,00,01,01,00
11304,standard,46,8,74,05,06,00,22,01,19,01
11318,standard,47,8,0E,00,00,00,5C,00,00,00
11332,standard,43,6,0C,00,4E,00,8B,00,00,00
11346,standard,42,8,00,00,00,00,00,01,01,00
11360,standard,46,8,74,05,07,00,1D,01,1C,01
11374,standard,47,8,0E,00,00,00,63,00,00,00
11390,standard,43,6,0C,00,4E,00,8B,00,00,00
11404,standard,42,8,00,00,00,00,00,01,01,00
11418,standard,46,8,77,05,07,00,1E,01,1C,01
11432,standard,47,8,0D,00,00,00,6C,00,00,00
11446,standard,43,6,0C,00,4E,00,8B,00,00,00
11461,standard,42,8,00,00,00,00,00,01,01,00
11475,standard,46,8,72,05,07,00,1E,01,17,01
11489,standard,47,8,0E,00,00,00,6B,00,00,00
11503,standard,43,6,0C,00,4E,00,8B,00,00,00
11517,standard,42,8,00,00,00,00,00,01,01,00
11533,standard,46,8,75,05,07,00,1E,01,1B,01
11547,standard,47,8,0F,00,00,00,6D,00,00,00
11561,standard,43,6,0C,00,4E,00,8B,00,00,00
11575,standard,42,8,00,00,00,00,00,01,01,00
11589,standard,46,8,6F,05,06,00,1C,01,18,01
11603,standard,47,8,0F,00,00,00,61,00,00,00
11617,standard,43,6,0C,00,4E,00,8B,00,00,00
11631,standard,42,8,00,00,00,00,00,01,01,00
11645,standard,46,8,71,05,03,00,26,01,1C,01
11659,standard,47,8,15,00,00,00,2E,00,00,00
11676,standard,43,6,0C,00,4E,00,8B,00,00,00
11690,standard,42,8,00,00,00,00,00,01,01,00
11704,standard,46,8,72,05,00,00,29,01,1D,01
11718,standard,47,8,16,00,00,00,00,00,00,00
11732,standard,43,6,0C,00,4E,00,8B,00,00,00
11746,standard,46,8,75,05,00,00,29,01,1D,01
11760,standard,47,8,0F,00,00,00,00,00,00,00
11774,standard,43,6,0C,00,4E,00,8B,00,00,00
11788,standard,42,8,00,00,00,00,00,01,01,00
11802,standard,46,8,74,05,00,00,28,01,19,01
11818,standard,47,8,10,00,00,00,00,00,00,00
11832,standard,43,6,0C,00,4E,00,8B,00,00,00
11846,standard,46,8,73,05,00,00,1C,01,1C,01
11860,standard,47,8,0F,00,00,00,00,00,00,00
11874,standard,43,6,0C,00,4E,00,8B,00,00,00
11889,standard,42,8,00,00,00,00,00,01,01,00
11903,standard,46,8,75,05,00,00,21,01,1C,01
11917,standard,47,8,0F,00,00,00,00,00,00,00
11931,standard,43,6,0C,00,4E,00,8B,00,00,00
11945,standard,46,8,71,05,00,00,31,01,1F,01
11959,standard,47,8,11,00,00,00,00,00,00,00
11975,standard,43,6,0C,00,4E,00,8B,00,00,00
11989,standard,42,8,00,00,00,00,00,01,01,00
12003,standard,46,8,70,05,00,00,1C,01,1C,01
12017,standard,47,8,10,00,00,00,00,00,00,00
12031,standard,43,6,0C,00,4E,00,8B,00,00,00
12045,standard,46,8,76,05,00,00,22,01,1B,01
12059,standard,47,8,0E,00,00,00,00,00,00,00
12073,standard,43,6,0C,00,4E,00,8B,00,00,00
12087,standard,42,8,00,00,00,00,00,01,01,00
12101,standard,46,8,6A,05,00,00,20,01,19,01
12118,standard,47,8,10,00,00,00,00,00,00,00
12132,standard,43,6,0C,00,4E,00,8B,00,00,00
12146,standard,46,8,74,05,00,00,0E,01,19,01
12160,standard,47,8,12,00,00,00,00,00,00,00
12174,standard,43,6,0C,00,4E,00,8B,00,00,00
