tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6994,standard,46,8,B6,05,10,27,8C,01,5C,1
7036,standard,100,3,01,00,00,27,8C,01,5C,1
7073,standard,48,8,00,0B,06,00,00,00,00,0
7107,standard,47,8,10,27,20,4E,20,4E,E8,3
7142,standard,46,8,BB,05,10,27,8C,01,5C,1
7176,standard,43,6,76,00,26,00,90,00,5C,1
7211,standard,42,8,00,00,00,00,00,00,04,1
7245,standard,48,8,00,0B,06,00,00,00,00,0
7283,standard,47,8,10,27,20,4E,20,4E,E8,3
7325,standard,46,8,BD,05,10,27,8C,01,5C,1
7359,standard,100,3,01,00,00,27,8C,01,5C,1
7394,standard,48,8,00,0B,06,00,00,00,00,0
7428,standard,47,8,10,27,20,4E,20,4E,E8,3
7463,standard,46,8,BA,05,10,27,8C,01,5C,1
7497,standard,43,6,76,00,26,00,90,00,5C,1
7532,standard,46,8,BE,05,10,27,8D,01,5C,1
7566,standard,48,8,00,0B,06,00,00,00,00,0
7601,standard,43,6,76,00,26,00,90,00,5C,1
7635,standard,46,8,BA,05,10,27,8D,01,5C,1
7672,standard,47,8,10,27,20,4E,20,4E,E8,3
7707,standard,48,8,00,0B,06,00,00,00,00,0
7742,standard,100,3,01,00,00,27,8D,01,5C,1
7776,standard,46,8,BF,05,10,27,8D,01,5C,1
7811,standard,48,8,00,0B,06,00,00,00,00,0
7845,standard,100,3,01,00,00,27,8D,01,5D,1
7880,standard,46,8,BD,05,10,27,8D,01,5D,1
7915,standard,47,8,10,27,20,4E,20,4E,E8,3
7949,standard,100,3,01,00,00,27,8D,01,5D,1
7984,standard,43,6,76,00,26,00,90,00,5D,1
8021,standard,47,8,10,27,20,4E,20,4E,E8,3
8055,standard,48,8,00,10,06,00,00,00,00,0
8090,standard,43,6,76,00,26,00,90,00,5D,1
8124,standard,46,8,BB,05,10,27,8E,01,5D,1
8159,standard,48,8,00,10,06,00,00,00,00,0
8193,standard,43,6,76,00,26,00,90,00,5D,1
8228,standard,46,8,BF,05,10,27,8D,01,5D,1
8262,standard,47,8,10,27,20,4E,20,4E,E8,3
8297,standard,43,6,76,00,26,00,90,00,5D,1
8338,standard,100,3,01,00,00,27,8D,01,5D,1
8373,standard,47,8,10,27,20,4E,20,4E,E8,3
8410,standard,48,8,00,10,06,00,00,00,00,0
8444,standard,100,3,01,00,00,27,8E,01,5D,1
8479,standard,46,8,BB,05,10,27,8E,01,5D,1
8514,standard,48,8,00,10,06,00,00,00,00,0
8548,standard,100,3,01,00,00,27,8D,01,5D,1
8583,standard,46,8,BB,05,10,27,8D,01,5D,1
8617,standard,47,8,10,27,20,4E,20,4E,E8,3
8652,standard,100,3,01,00,00,27,8D,01,5D,1
8686,standard,43,6,76,00,26,00,90,00,5D,1
8721,standard,46,8,B4,05,10,27,8D,01,5C,1
8758,standard,48,8,00,10,06,00,00,00,00,0
8792,standard,43,6,76,00,26,00,90,00,5C,1
8827,standard,46,8,B9,05,10,27,8D,01,5C,1
8861,standard,47,8,10,27,20,4E,20,4E,E8,3
8896,standard,43,6,76,00,26,00,90,00,5C,1
8930,standard,100,3,01,00,00,27,8D,01,5C,1
8965,standard,47,8,10,27,20,4E,20,4E,E8,3
8999,standard,43,6,76,00,26,00,90,00,5C,1
9034,standard,100,3,01,00,00,27,8D,01,5D,1
9068,standard,46,8,BE,05,10,27,8D,01,5D,1
9103,standard,48,8,00,11,06,00,00,00,00,0
9140,standard,100,3,01,00,00,27,8D,01,5D,1
9174,standard,46,8,BA,05,10,27,8D,01,5D,1
9209,standard,47,8,10,27,20,4E,20,4E,E8,3
9243,standard,100,3,01,00,00,27,8D,01,5D,1
9278,standard,43,6,76,00,26,00,90,00,5D,1
9319,standard,47,8,10,27,20,4E,20,4E,E8,3
9354,standard,100,3,01,00,00,27,8D,01,5D,1
9388,standard,43,6,76,00,26,00,90,00,5D,1
9423,standard,46,8,BE,05,10,27,8A,01,5D,1
9457,standard,100,3,01,00,00,27,8A,01,5D,1
9494,standard,43,6,76,00,26,00,90,00,5D,1
9529,standard,46,8,B9,05,10,27,88,01,5D,1
9563,standard,47,8,10,27,20,4E,20,4E,E8,3
9598,standard,43,6,76,00,26,00,90,00,5D,1
9632,standard,100,3,01,00,00,27,88,01,5D,1
9666,standard,46,8,B6,05,10,27,88,01,5D,1
9712,standard,43,6,76,00,26,00,90,00,5D,1
9762,standard,100,3,01,00,00,27,87,01,5D,1
9796,standard,46,8,B9,05,10,27,87,01,5D,1
9831,standard,47,8,10,27,20,4E,20,4E,E8,3
9868,standard,100,3,01,00,00,27,87,01,5D,1
9902,standard,48,8,00,11,06,00,00,00,00,0
9937,standard,47,8,10,27,20,4E,20,4E,E8,3
9971,standard,48,8,00,11,06,00,00,00,00,0
10005,standard,48,8,00,11,06,00,00,00,00,0
10040,standard,46,8,B7,05,10,27,87,01,5D,1
10074,standard,47,8,10,27,20,4E,20,4E,E8,3
10109,standard,47,8,10,27,20,4E,20,4E,E8,3
10143,standard,48,8,00,11,06,00,00,00,00,0
10178,standard,48,8,00,11,06,00,00,00,00,0
10212,standard,46,8,B9,05,10,27,87,01,5D,1
10249,standard,48,8,00,11,06,00,00,00,00,0
10284,standard,48,8,00,11,06,00,00,00,00,0
10324,standard,46,8,BA,05,10,27,87,01,5D,1
10359,standard,47,8,10,27,20,4E,20,4E,E8,3
10393,standard,48,8,00,11,06,00,00,00,00,0
10428,standard,48,8,00,11,06,00,00,00,00,0
10462,standard,47,8,10,27,20,4E,20,4E,E8,3
10497,standard,48,8,00,11,06,00,00,00,00,0
10532,standard,48,8,00,11,06,00,00,00,00,0
10566,standard,46,8,B8,05,10,27,87,01,5D,1
10603,standard,48,8,00,11,06,00,00,00,00,0
10638,standard,48,8,00,11,06,00,00,00,00,0
10672,standard,48,8,00,11,06,00,00,00,00,0
10707,standard,47,8,10,27,20,4E,20,4E,E8,3
10741,standard,48,8,00,11,06,00,00,00,00,0
10776,standard,48,8,00,11,06,00,00,00,00,0
10810,standard,46,8,BA,05,10,27,87,01,5D,1
10845,standard,48,8,00,11,06,00,00,00,00,0
10879,standard,48,8,00,11,06,00,00,00,00,0
10914,standard,46,8,BA,05,10,27,89,01,5D,1
10951,standard,100,3,01,00,00,00,00,00,00,0
10985,standard,48,8,00,11,06,00,00,00,00,0
11019,standard,48,8,00,11,06,00,00,00,00,0
11054,standard,47,8,10,27,20,4E,20,4E,E8,3
11088,standard,48,8,00,11,06,00,00,00,00,0
11123,standard,48,8,00,11,06,00,00,00,00,0
11157,standard,46,8,B9,05,10,27,8C,01,5D,1
11191,standard,48,8,00,11,06,00,00,00,00,0
11226,standard,48,8,00,11,06,00,00,00,00,0
11260,standard,46,8,B7,05,10,27,8C,01,5D,1
