tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
7018,standard,00000305,8,00,00,00,00,00,00,00,00
7048,standard,00000106,8,00,00,00,00,00,00,00,00
7072,standard,00000000,8,00,00,00,00,00,00,00,28
7094,standard,00000007,8,00,00,00,00,00,00,00,37
7115,standard,00000001,8,B7,D1,C2,3D,B7,00,00,00
7136,standard,00000002,8,7A,7D,7B,00,00,00,00,00
7158,standard,00000003,8,00,33,26,00,00,00,00,00
7182,standard,00000008,8,76,78,77,00,00,00,00,00
7203,standard,00000304,8,00,00,00,00,00,00,00,00
7224,standard,00000005,8,00,00,00,DD,00,26,AE,64
7245,standard,00000006,8,FF,FF,01,5E,99,99,00,00
7267,standard,00000171,8,00,00,00,00,01,00,00,01
7288,standard,00000304,8,00,00,00,00,00,00,00,00
7309,standard,00000305,8,00,00,00,00,00,00,00,00
7331,standard,00000106,8,00,00,00,00,00,00,00,00
7352,standard,00000303,8,00,00,00,00,43,91,0C,3F
7374,standard,00000521,6,00,0B,F7,FF,FF,FF,D1,41
7395,standard,00000303,8,00,00,00,00,4E,BB,0D,3F
7419,standard,00000305,8,00,00,00,00,00,00,00,00
7440,standard,00000002,8,7A,7D,7B,00,00,00,00,00
7461,standard,00000171,8,00,00,00,00,01,00,00,01
7483,standard,00000106,8,00,00,00,00,00,00,00,00
7504,standard,00000305,8,00,00,00,00,00,00,00,00
7525,standard,00000106,8,00,00,00,00,00,00,00,00
7547,standard,00000006,8,FF,FF,01,5E,99,99,00,00
7568,standard,00000170,3,00,00,00,CE,09,9D,07,00
7590,standard,00000304,8,00,00,00,00,00,00,00,00
7611,standard,00000305,8,00,00,00,00,00,00,00,00
7635,standard,00000000,8,00,00,00,00,00,00,00,28
7656,standard,00000171,8,00,00,00,00,01,00,00,01
7677,standard,00000521,6,00,0E,F7,FF,FF,FF,00,01
7699,standard,00000303,8,00,00,00,00,36,FC,0E,3F
7720,standard,00000305,8,00,00,00,00,00,00,00,00
7741,standard,00000304,8,00,00,00,00,00,00,00,00
7763,standard,00000208,2,19,FF,C2,00,00,3D,B7,00
7784,standard,00000304,8,00,00,00,00,00,00,00,00
7805,standard,00000305,8,00,00,00,00,00,00,00,00
7827,standard,00000106,8,00,00,00,00,00,00,00,00
7848,standard,00000303,8,00,00,00,00,06,D6,0C,3F
7872,standard,00000171,8,00,00,00,00,01,00,00,01
7893,standard,00000303,8,00,00,00,00,52,51,0B,3F
7914,standard,00000305,8,00,00,00,00,00,00,00,00
7936,standard,00000000,8,00,00,00,00,00,00,00,28
7957,standard,00000170,3,00,00,00,41,40,83,D0,41
7979,standard,00000521,6,00,01,FD,FF,FF,FF,D0,41
8000,standard,00000302,8,04,93,BB,41,60,C5,CE,41
8021,extended,13C033C6,1,00,93,BB,41,60,C5,CE,41
8043,standard,00000007,8,00,00,00,00,00,00,00,37
8064,standard,00000171,8,00,00,00,00,01,00,00,01
8088,standard,00000304,8,00,00,00,00,00,00,00,00
8109,standard,00000305,8,00,00,00,00,00,00,00,00
8130,standard,00000000,8,00,00,00,00,00,00,00,28
8152,standard,00000170,3,00,00,00,41,60,C5,CE,41
8173,standard,00000305,8,00,00,00,00,00,00,00,00
8194,standard,00000303,8,00,00,00,00,A5,AD,0B,3F
8215,standard,00000305,8,00,00,00,00,00,00,00,00
8237,standard,00000000,8,00,00,00,00,00,00,00,28
8258,standard,00000171,8,00,00,00,00,01,00,00,01
8279,standard,00000521,6,00,04,F7,FF,FF,FF,00,00
8303,standard,00000305,8,00,00,00,00,00,00,00,00
8324,standard,00000106,8,00,00,00,00,00,00,00,00
8346,standard,00000303,8,00,00,00,00,78,5F,0D,3F
8367,standard,00000170,3,00,00,00,7B,00,CE,04,00
8389,standard,00000303,8,00,00,00,00,22,23,0B,3F
8410,standard,00000305,8,00,00,00,00,00,00,00,00
8431,standard,00000304,8,00,00,00,00,00,00,00,00
8452,standard,00000000,8,00,00,00,00,00,00,00,28
8474,standard,00000171,8,00,00,00,00,01,00,00,01
8495,standard,00000303,8,00,00,00,00,10,00,0E,3F
8516,standard,00000305,8,00,00,00,00,00,00,00,00
8540,standard,00000006,8,FF,FF,01,5E,99,99,00,00
8562,standard,00000208,2,1B,FF,BB,41,20,A4,CF,41
8583,standard,00000304,8,00,00,00,00,00,00,00,00
8604,standard,00000305,8,00,00,00,00,00,00,00,00
8626,standard,00000106,8,00,00,00,00,00,00,00,00
8647,standard,00000303,8,00,00,00,00,9E,4C,0C,3F
8668,standard,00000171,8,00,00,00,00,01,00,00,01
8689,standard,00000303,8,00,00,00,00,26,64,0D,3F
8711,standard,00000305,8,00,00,00,00,00,00,00,00
8732,standard,00000304,8,00,00,00,00,00,00,00,00
8756,standard,00000170,3,00,00,00,41,60,C5,CE,41
8777,standard,00000521,6,00,09,F7,FF,FF,FF,00,00
8798,standard,00000305,8,00,00,00,00,00,00,00,00
8820,standard,00000106,8,00,00,00,00,00,00,00,00
8850,standard,00000303,8,00,00,00,00,EB,16,0E,3F
8878,standard,00000171,8,00,00,00,00,01,00,00,01
8899,standard,00000304,8,00,00,00,00,00,00,00,00
8921,standard,00000305,8,00,00,00,00,00,00,00,00
8942,standard,00000304,8,00,00,00,00,00,00,00,00
8963,standard,00000170,3,00,00,00,41,60,C5,CE,41
8995,standard,00000305,8,00,00,00,00,00,00,00,00
9031,standard,00000303,8,00,00,00,00,B0,48,0D,3F
9052,standard,00000305,8,00,00,00,00,00,00,00,00
9073,standard,00000000,8,00,00,00,00,00,00,00,28
9095,standard,00000305,8,00,00,00,00,00,00,00,00
9116,standard,00000303,8,00,00,00,00,7F,8D,0D,3F
9137,standard,00000208,2,1C,FF,BA,41,60,C5,CE,41
9158,standard,00000000,8,00,00,00,00,00,00,00,28
9180,standard,00000305,8,00,00,00,00,00,00,00,00
9201,standard,00000521,6,00,0D,FD,FF,FF,FF,00,00
9222,standard,00000305,8,00,00,00,00,00,00,00,00
9246,standard,00000305,8,00,00,00,00,00,00,00,00
9268,standard,00000106,8,00,00,00,00,00,00,00,00
9289,standard,00000303,8,00,00,00,00,09,04,0D,3F
9310,standard,00000305,8,00,00,00,00,00,00,00,00
9331,standard,00000304,8,00,00,00,00,00,00,00,00
9353,standard,00000305,8,00,00,00,00,00,00,00,00
9374,standard,00000170,3,00,00,00,00,00,00,00,00
9395,standard,00000305,8,00,00,00,00,00,00,00,00
9417,standard,00000106,8,00,00,00,00,00,00,00,00
9438,standard,00000000,8,00,00,00,00,00,00,00,28
9459,standard,00000305,8,00,00,00,00,00,00,00,00
9483,standard,00000303,8,00,00,00,00,2E,79,0E,3F
9505,standard,00000305,8,00,00,00,00,00,00,00,00
9526,standard,00000304,8,00,00,00,00,00,00,00,00
9547,standard,00000000,8,00,00,00,00,00,00,00,28
9569,standard,00000305,8,00,00,00,00,00,00,00,00
9590,standard,00000303,8,00,00,00,00,D0,31,0D,3F
9611,standard,00000305,8,00,00,00,00,00,00,00,00
9633,standard,00000303,8,00,00,00,00,89,4C,0C,3F
9654,standard,00000000,8,00,00,00,00,00,00,00,28
9676,standard,00000304,8,00,00,00,00,00,00,00,00
9700,standard,00000305,8,00,00,00,00,00,00,00,00
9721,standard,00000106,8,00,00,00,00,00,00,00,00
9742,standard,00000009,8,B7,D1,C2,00,00,3D,B7,00
9764,standard,00000305,8,00,00,00,00,00,00,00,00
9785,standard,00000303,8,00,00,00,00,F8,84,0D,3F
9806,standard,00000305,8,00,00,00,00,00,00,00,00
9828,standard,00000304,8,00,00,00,00,00,00,00,00
9849,standard,00000000,8,00,00,00,00,00,00,00,28
9871,standard,00000305,8,00,00,00,00,00,00,00,00
9892,standard,00000305,8,00,00,00,00,00,00,00,00
9913,standard,00000106,8,00,00,00,00,00,00,00,00
9941,standard,00000303,8,00,00,00,00,61,90,0E,3F
9962,standard,00000305,8,00,00,00,00,00,00,00,00
9984,standard,00000521,6,00,05,FD,FF,FF,FF,00,00
10005,standard,00000305,8,00,00,00,00,00,00,00,00
10027,extended,13C033C6,1,00,00,00,00,00,00,00,00
10048,standard,0000020C,2,1E,FF,00,7A,00,C4,04,00
10070,standard,00000305,8,00,00,00,00,00,00,00,00
10091,standard,00000303,8,00,00,00,00,2B,D6,0C,3F
10112,standard,00000305,8,00,00,00,00,00,00,00,00
10134,standard,00000000,8,00,00,00,00,00,00,00,28
10157,standard,00000305,8,00,00,00,00,00,00,00,00
