tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
7012,standard,00000305,8,00,00,00,00,00,00,00,00
7052,standard,00000106,8,00,00,00,00,00,00,00,00
7092,standard,00000304,8,00,00,00,00,00,00,00,00
7113,standard,00000303,8,00,00,00,00,F6,98,0A,3F
7134,standard,00000302,8,0F,E0,BE,41,60,C5,CE,41
7156,standard,00000000,8,00,00,00,00,00,00,00,28
7183,standard,00000007,8,00,00,00,00,00,00,00,37
7204,standard,00000001,8,B7,D1,C2,3D,B6,00,00,00
7226,standard,00000002,8,7A,7C,7A,00,00,00,00,00
7247,standard,00000003,8,00,33,27,00,00,00,00,00
7269,standard,00000008,8,76,78,77,00,00,00,00,00
7290,standard,00000171,8,00,00,00,00,01,00,00,01
7320,standard,00000305,8,00,00,00,00,00,00,00,00
7349,standard,00000304,8,00,00,00,00,00,00,00,00
7371,standard,00000007,8,00,00,00,00,00,00,00,37
7392,standard,00000521,6,00,0B,FD,FF,FF,FF,B6,00
7416,standard,00000305,8,00,00,00,00,00,00,00,00
7437,standard,00000106,8,00,00,00,00,00,00,00,00
7458,standard,00000303,8,00,00,00,00,FA,12,0F,3F
7480,standard,0000020C,2,19,FF,76,FF,78,78,76,FF
7501,standard,00000210,2,19,FF,3B,69,02,00,00,00
7523,standard,00000305,8,00,00,00,00,00,00,00,00
7544,standard,00000304,8,00,00,00,00,00,00,00,00
7565,standard,00000170,3,00,00,00,00,00,3D,B6,00
7587,standard,00000303,8,00,00,00,00,74,F8,09,3F
7608,standard,00000305,8,00,00,00,00,00,00,00,00
7629,standard,00000304,8,00,00,00,00,00,00,00,00
7653,standard,00000000,8,00,00,00,00,00,00,00,28
7675,standard,00000305,8,00,00,00,00,00,00,00,00
7696,standard,00000302,8,D0,F8,BF,41,60,C5,CE,41
7717,standard,00000305,8,00,00,00,00,00,00,00,00
7739,standard,00000303,8,00,00,00,00,71,7A,0C,3F
7760,standard,00000006,8,FF,FF,01,5E,99,99,00,00
7781,standard,00000304,8,00,00,00,00,00,00,00,00
7803,standard,00000305,8,00,00,00,00,00,00,00,00
7824,standard,00000106,8,00,00,00,00,00,00,00,00
7846,standard,00000000,8,00,00,00,00,00,00,00,28
7869,standard,00000001,8,B7,D1,C2,3D,B6,00,00,00
7891,standard,00000303,8,00,00,00,00,58,50,0B,3F
7912,standard,00000305,8,00,00,00,00,00,00,00,00
7933,standard,00000304,8,00,00,00,00,00,00,00,00
7955,standard,00000000,8,00,00,00,00,00,00,00,28
7976,standard,00000521,6,00,01,00,00,00,00,00,00
7998,standard,00000305,8,00,00,00,00,00,00,00,00
8019,standard,00000106,8,00,00,00,00,00,00,00,00
8040,extended,13C033C6,1,00,00,00,00,00,00,00,00
8062,standard,00000207,8,1A,02,81,00,91,A1,00,00
8083,standard,00000303,8,00,00,00,00,28,95,0B,3F
8107,standard,00000305,8,00,00,00,00,00,00,00,00
8128,standard,00000304,8,00,00,00,00,00,00,00,00
8150,standard,00000003,8,00,33,27,00,00,00,00,00
8171,standard,00000170,3,00,00,00,D1,00,A2,07,00
8192,standard,00000303,8,00,00,00,00,AD,F4,0A,3F
8214,standard,00000305,8,00,00,00,00,00,00,00,00
8235,standard,00000303,8,00,00,00,00,CE,AF,0A,3F
8256,standard,00000305,8,00,00,00,00,00,00,00,00
8278,standard,00000521,6,00,04,F1,FF,FF,FF,00,01
8299,standard,0000020D,8,1B,7C,00,7C,00,D8,04,00
8323,standard,00000304,8,00,00,00,00,00,00,00,00
8345,standard,00000000,8,00,00,00,00,00,00,00,28
8366,standard,00000305,8,00,00,00,00,00,00,00,00
8387,standard,00000303,8,00,00,00,00,92,39,0B,3F
8409,standard,00000207,8,1C,03,86,00,96,A6,00,00
8430,standard,00000304,8,00,00,00,00,00,00,00,00
8451,standard,00000001,8,B7,D1,C2,3D,B6,00,00,00
8473,standard,00000171,8,00,00,00,00,01,00,00,01
8494,standard,00000208,2,1C,FF,BF,41,20,A4,CF,41
8516,standard,0000020C,2,1C,FF,FF,FF,FF,FF,78,FF
8537,standard,00000303,8,00,00,00,00,09,82,0A,3F
8561,standard,00000305,8,00,00,00,00,00,00,00,00
8582,standard,00000214,2,1C,FF,00,00,00,00,00,00
8603,standard,00000305,8,00,00,00,00,00,00,00,00
8625,standard,00000304,8,00,00,00,00,00,00,00,00
8646,standard,00000000,8,00,00,00,00,00,00,00,28
8667,standard,00000007,8,00,00,00,00,00,00,00,37
8689,standard,00000303,8,00,00,00,00,95,5F,0D,3F
8710,standard,00000305,8,00,00,00,00,00,00,00,00
8732,standard,00000303,8,00,00,00,00,77,B5,0C,3F
8753,standard,00000305,8,00,00,00,00,00,00,00,00
8777,standard,00000304,8,00,00,00,00,00,00,00,00
8798,standard,00000305,8,00,00,00,00,00,00,00,00
8819,standard,00000304,8,00,00,00,00,00,00,00,00
8841,standard,00000000,8,00,00,00,00,00,00,00,28
8862,standard,00000007,8,00,00,00,00,00,00,00,37
8884,standard,00000210,2,1D,FF,3B,69,02,00,00,00
8905,standard,00000305,8,00,00,00,00,00,00,00,00
8926,standard,00000304,8,00,00,00,00,00,00,00,00
8948,standard,00000000,8,00,00,00,00,00,00,00,28
8969,standard,00000170,3,00,00,00,00,00,00,00,00
8990,standard,00000305,8,00,00,00,00,00,00,00,00
9014,standard,00000106,8,00,00,00,00,00,00,00,00
9036,standard,00000303,8,00,00,00,00,6C,50,0B,3F
9057,standard,00000210,2,1E,FF,C2,00,00,3D,B6,00
9079,standard,00000521,6,00,0C,F7,FF,FF,FF,00,00
9100,standard,00000305,8,00,00,00,00,00,00,00,00
9121,standard,00000304,8,00,00,00,00,00,00,00,00
9143,standard,00000000,8,00,00,00,00,00,00,00,28
9164,standard,00000001,8,B7,D1,C2,3D,B6,00,00,00
9186,standard,00000303,8,00,00,00,00,7A,63,0C,3F
9207,standard,00000305,8,00,00,00,00,00,00,00,00
9231,standard,00000303,8,00,00,00,00,7D,96,0B,3F
9252,standard,00000006,8,FF,FF,01,5E,99,99,00,00
9274,standard,00000211,8,1F,BB,04,CE,02,98,07,00
9295,standard,00000305,8,00,00,00,00,00,00,00,00
9316,standard,00000106,8,00,00,00,00,00,00,00,00
9338,standard,00000000,8,00,00,00,00,00,00,00,28
9359,standard,00000207,8,20,02,84,00,94,A4,00,00
9380,standard,00000303,8,00,00,00,00,86,5F,0D,3F
9402,standard,00000305,8,00,00,00,00,00,00,00,00
9423,standard,00000304,8,00,00,00,00,00,00,00,00
9447,standard,00000000,8,00,00,00,00,00,00,00,28
9468,standard,00000214,2,20,FF,00,00,00,00,00,00
9489,standard,00000305,8,00,00,00,00,00,00,00,00
9511,standard,00000106,8,00,00,00,00,00,00,00,00
9532,standard,00000207,8,21,03,86,00,96,A6,00,00
9553,standard,00000002,8,7A,7C,7A,00,00,00,00,00
9575,standard,00000521,6,00,01,F7,FF,FF,FF,00,00
9596,standard,00000208,2,21,FF,BF,41,40,83,D0,41
9626,standard,0000020C,2,21,FF,FF,FF,FF,FF,00,00
9660,standard,00000210,2,21,FF,78,78,78,78,78,FF
9682,standard,00000305,8,00,00,00,00,00,00,00,00
9712,standard,00000305,8,00,00,00,00,00,00,00,00
9734,standard,00000106,8,00,00,00,00,00,00,00,00
9755,standard,00000303,8,00,00,00,00,D9,EC,0C,3F
9776,standard,00000000,8,00,00,00,00,00,00,00,28
9798,standard,00000304,8,00,00,00,00,00,00,00,00
9819,standard,00000305,8,00,00,00,00,00,00,00,00
9840,standard,00000106,8,00,00,00,00,00,00,00,00
9862,standard,00000000,8,00,00,00,00,00,00,00,28
9883,standard,00000521,6,00,04,00,00,00,00,00,01
9904,standard,00000305,8,00,00,00,00,00,00,00,00
9928,standard,00000303,8,00,00,00,00,20,AC,0B,3F
9950,standard,00000305,8,00,00,00,00,00,00,00,00
9971,standard,00000304,8,00,00,00,00,00,00,00,00
9992,standard,00000305,8,00,00,00,00,00,00,00,00
10014,standard,00000304,8,00,00,00,00,00,00,00,00
10042,extended,13C033C6,1,00,F8,BF,41,40,83,D0,41
10074,standard,00000006,8,FF,FF,01,5E,99,99,00,00
10095,standard,00000303,8,00,00,00,00,DE,1C,0E,3F
10117,standard,00000305,8,00,00,00,00,00,00,00,00
10138,standard,00000304,8,00,00,00,00,00,00,00,00
10160,standard,00000000,8,00,00,00,00,00,00,00,28
10184,standard,00000304,8,00,00,00,00,00,00,00,00
10205,standard,00000305,8,00,00,00,00,00,00,00,00
10227,standard,00000106,8,00,00,00,00,00,00,00,00
10248,standard,00000303,8,00,00,00,00,44,91,0C,3F
10270,standard,00000005,8,00,00,00,DD,00,26,AE,64
10291,standard,00000305,8,00,00,00,00,00,00,00,00
10312,standard,00000304,8,00,00,00,00,00,00,00,00
10334,standard,00000208,2,22,FF,BF,41,40,83,D0,41
10355,standard,00000305,8,00,00,00,00,00,00,00,00
10377,standard,00000303,8,00,00,00,00,8F,C6,0A,3F
10400,standard,00000305,8,00,00,00,00,00,00,00,00
10422,standard,00000303,8,00,00,00,00,0C,E9,0D,3F
10443,standard,00000000,8,00,00,00,00,00,00,00,28
10464,standard,00000304,8,00,00,00,00,00,00,00,00
10486,standard,00000305,8,00,00,00,00,00,00,00,00
10507,standard,00000106,8,00,00,00,00,00,00,00,00
10529,standard,00000303,8,00,00,00,00,4A,E5,0E,3F
10550,standard,00000006,8,FF,FF,01,5E,99,99,00,00
10572,standard,00000214,2,23,FF,00,00,00,00,00,00
10593,standard,00000305,8,00,00,00,00,00,00,00,00
10617,standard,00000304,8,00,00,00,00,00,00,00,00
10638,standard,00000000,8,00,00,00,00,00,00,00,28
10660,standard,00000304,8,00,00,00,00,00,00,00,00
10681,standard,00000521,6,00,0C,FA,FF,FF,FF,D1,41
10702,standard,00000305,8,00,00,00,00,00,00,00,00
10724,standard,00000303,8,00,00,00,00,49,7B,0D,3F
10745,standard,00000000,8,00,00,00,00,00,00,00,28
10766,standard,00000304,8,00,00,00,00,00,00,00,00
10788,standard,00000305,8,00,00,00,00,00,00,00,00
10809,standard,00000304,8,00,00,00,00,00,00,00,00
10833,standard,00000000,8,00,00,00,00,00,00,00,28
10854,standard,00000305,8,00,00,00,00,00,00,00,00
10876,standard,00000171,8,00,00,00,00,01,00,00,01
10897,standard,00000305,8,00,00,00,00,00,00,00,00
10918,standard,00000303,8,00,00,00,00,0E,ED,0C,3F
10940,standard,00000305,8,00,00,00,00,00,00,00,00
10961,standard,00000006,8,FF,FF,01,5E,99,99,00,00
10982,standard,00000305,8,00,00,00,00,00,00,00,00
11004,standard,00000106,8,00,00,00,00,00,00,00,00
11025,standard,00000303,8,00,00,00,00,1C,3B,0A,3F
11046,standard,00000000,8,00,00,00,00,00,00,00,28
11070,standard,00000303,8,00,00,00,00,F1,AF,0A,3F
11091,standard,00000305,8,00,00,00,00,00,00,00,00
11113,standard,00000304,8,00,00,00,00,00,00,00,00
11134,standard,00000000,8,00,00,00,00,00,00,00,28
11155,standard,00000106,8,00,00,00,00,00,00,00,00
11177,standard,00000521,6,00,01,FD,FF,FF,FF,D1,41
11198,standard,00000305,8,00,00,00,00,00,00,00,00
11220,standard,00000303,8,00,00,00,00,CB,E0,0C,3F
11241,standard,00000305,8,00,00,00,00,00,00,00,00
11263,standard,00000304,8,00,00,00,00,00,00,00,00
11286,standard,00000305,8,00,00,00,00,00,00,00,00
11308,standard,00000304,8,00,00,00,00,00,00,00,00
11329,standard,00000305,8,00,00,00,00,00,00,00,00
11350,standard,00000106,8,00,00,00,00,00,00,00,00
11372,standard,00000303,8,00,00,00,00,AC,89,0E,3F
11393,standard,00000000,8,00,00,00,00,00,00,00,28
11415,standard,00000303,8,00,00,00,00,60,CE,0E,3F
11436,standard,00000000,8,00,00,00,00,00,00,00,28
11457,standard,00000209,8,25,B7,02,CE,09,9C,07,00
11479,standard,0000020C,2,25,FF,00,00,01,00,00,01
11503,standard,00000106,8,00,00,00,00,00,00,00,00
11524,standard,00000305,8,00,00,00,00,00,00,00,00
11545,standard,00000106,8,00,00,00,00,00,00,00,00
11567,standard,00000303,8,00,00,00,00,89,4C,0C,3F
11588,standard,00000305,8,00,00,00,00,00,00,00,00
11609,standard,00000304,8,00,00,00,00,00,00,00,00
11631,standard,00000305,8,00,00,00,00,00,00,00,00
11652,standard,00000000,8,00,00,00,00,00,00,00,28
11674,standard,00000210,2,26,FF,BF,41,20,A4,CF,41
11695,standard,00000305,8,00,00,00,00,00,00,00,00
11719,standard,00000303,8,00,00,00,00,5B,92,0D,3F
11740,standard,00000000,8,00,00,00,00,00,00,00,28
11762,standard,00000303,8,00,00,00,00,E3,7D,11,3F
11783,standard,00000521,6,00,07,F7,FF,FF,FF,CF,41
11804,standard,00000304,8,00,00,00,00,00,00,00,00
11826,standard,00000208,2,27,FF,BF,41,20,A4,CF,41
11847,standard,00000305,8,00,00,00,00,00,00,00,00
11869,standard,00000211,8,27,00,78,78,78,78,78,FF
11890,standard,00000305,8,00,00,00,00,00,00,00,00
11912,standard,00000214,2,27,FF,00,00,00,00,00,00
11933,standard,00000000,8,00,00,00,00,00,00,00,28
11957,standard,00000304,8,00,00,00,00,00,00,00,00
11978,standard,00000521,6,00,09,FD,FF,FF,FF,CE,41
11999,standard,00000305,8,00,00,00,00,00,00,00,00
12021,extended,13C033C6,1,00,F8,BF,41,60,C5,CE,41
12042,standard,00000007,8,00,00,00,00,00,00,00,37
12064,standard,00000208,2,28,FF,00,00,00,00,00,00
12085,standard,0000020C,2,28,FF,50,69,02,00,00,01
12106,standard,00000304,8,00,00,00,00,00,00,00,00
12128,standard,00000000,8,00,00,00,00,00,00,00,28
12149,standard,00000106,8,00,00,00,00,00,00,00,00
12195,standard,00000170,3,00,00,00,41,60,C5,CE,41
12216,standard,00000305,8,00,00,00,00,00,00,00,00
12237,standard,00000303,8,00,00,00,00,04,3E,09,3F
12259,standard,00000000,8,00,00,00,00,00,00,00,28
12280,standard,00000303,8,00,00,00,00,C8,DD,0A,3F
12301,standard,00000521,6,00,0C,FA,FF,FF,FF,00,01
12323,standard,00000304,8,00,00,00,00,00,00,00,00
12344,standard,00000305,8,00,00,00,00,00,00,00,00
12365,standard,00000106,8,00,00,00,00,00,00,00,00
12387,standard,00000303,8,00,00,00,00,7B,94,0C,3F
12411,standard,00000303,8,00,00,00,00,16,41,09,3F
12432,standard,00000305,8,00,00,00,00,00,00,00,00
12453,standard,00000304,8,00,00,00,00,00,00,00,00
12475,standard,00000005,8,00,00,00,DD,00,26,AE,64
12496,standard,00000106,8,00,00,00,00,00,00,00,00
12517,standard,00000000,8,00,00,00,00,00,00,00,28
12539,standard,00000007,8,00,00,00,00,00,00,00,37
12560,standard,00000303,8,00,00,00,00,00,75,10,3F
12581,standard,00000521,6,00,0F,FA,FF,FF,FF,07,00
