tempoDoSistema,frameType,msgId,DLC,data0,data1,data2,data3,data4,data5,data6,data7
6996,standard,00000207,8,18,02,84,00,94,A4,00,00
7034,standard,00000000,8,00,00,00,00,00,00,00,28
7057,standard,00000007,8,00,00,00,00,04,00,00,37
7078,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
7099,standard,00000002,8,89,96,8F,00,00,00,00,00
7119,standard,00000003,8,00,66,51,00,00,00,00,00
7140,standard,00000008,8,76,78,77,00,00,00,00,00
7160,standard,00000005,8,00,00,00,DE,00,26,C8,64
7181,standard,00000006,8,FF,FF,01,5F,99,99,00,00
7201,standard,00000009,8,B7,D1,C3,00,00,3D,C4,00
7224,standard,00000171,8,00,00,00,00,00,00,00,01
7244,standard,00000521,6,00,0A,FA,FF,FF,FF,00,01
7265,standard,00000522,6,01,05,A6,69,02,00,00,01
7285,standard,0000020D,8,18,96,00,96,00,DC,05,00
7306,standard,00000000,8,00,00,00,00,00,00,00,28
7326,standard,00000007,8,00,00,00,00,04,00,00,37
7347,standard,00000006,8,FF,FF,01,5F,99,99,00,00
7367,standard,00000170,3,00,00,00,00,00,3D,C4,00
7388,standard,00000000,8,00,00,00,00,00,00,00,28
7408,standard,00000007,8,00,00,00,00,04,00,00,37
7428,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
7451,standard,00000002,8,89,96,8F,00,00,00,00,00
7472,standard,0000020D,8,19,00,76,FF,78,78,76,FF
7492,standard,00000211,6,19,06,FF,FF,FF,FF,78,FF
7512,standard,00000000,8,00,00,00,00,00,00,00,28
7533,standard,00000007,8,00,00,00,00,04,00,00,37
7553,standard,00000170,3,00,00,00,00,00,3D,C4,00
7585,standard,00000521,6,00,0D,FD,FF,FF,FF,C4,00
7621,standard,00000000,8,00,00,00,00,00,00,00,28
7641,standard,00000007,8,00,00,00,00,04,00,00,37
7662,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
7684,standard,00000171,8,00,00,00,00,00,00,00,01
7705,standard,00000000,8,00,00,00,00,00,00,00,28
7725,standard,00000007,8,00,00,00,00,04,00,00,37
7746,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
7766,standard,00000002,8,89,96,8F,00,00,00,00,00
7787,standard,00000003,8,00,66,51,00,00,00,00,00
7807,standard,00000000,8,00,00,00,00,00,00,00,28
7827,standard,00000007,8,00,00,00,00,04,00,00,37
7848,standard,00000171,8,00,00,00,00,00,00,00,01
7868,standard,00000521,6,00,00,F4,FF,FF,FF,00,01
7889,standard,00000000,8,00,00,00,00,00,00,00,28
7912,standard,00000007,8,00,00,00,00,04,00,00,37
7932,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
7953,standard,00000170,3,00,00,00,00,00,3D,C4,00
7973,standard,00000521,6,00,01,F1,FF,FF,FF,C4,00
7994,extended,13C033C6,1,00,01,F1,FF,FF,FF,C4,00
8014,standard,00000000,8,00,00,00,00,00,00,00,28
8035,standard,00000007,8,00,00,00,00,04,00,00,37
8055,standard,00000171,8,00,00,00,00,00,00,00,01
8075,standard,00000521,6,00,02,F7,FF,FF,FF,00,01
8096,standard,00000207,8,1A,02,81,00,91,A1,00,00
8119,standard,00000000,8,00,00,00,00,00,00,00,28
8139,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
8160,standard,00000170,3,00,00,00,00,00,3D,C4,00
8180,standard,00000208,2,1A,FF,F7,FF,FF,FF,C4,00
8201,standard,0000020C,2,1A,FF,02,CE,09,A0,07,00
8221,standard,00000214,2,1A,FF,04,CE,02,9A,07,00
8241,standard,00000009,8,B7,D1,C3,00,00,3D,C4,00
8262,standard,00000171,8,00,00,00,00,00,00,00,01
8282,standard,00000207,8,1B,02,84,00,94,A4,00,00
8303,standard,00000000,8,00,00,00,00,00,00,00,28
8323,standard,00000007,8,00,00,00,00,04,00,00,37
8346,standard,00000170,3,00,00,00,00,00,3D,C4,00
8366,standard,00000521,6,00,05,F7,FF,FF,FF,C4,00
8387,standard,0000020C,2,1B,FF,00,8D,00,82,05,00
8407,standard,00000000,8,00,00,00,00,00,00,00,28
8428,standard,00000007,8,00,00,00,00,04,00,00,37
8448,standard,00000171,8,00,00,00,00,00,00,00,01
8469,standard,00000207,8,1C,03,86,00,96,A6,00,00
8489,standard,00000000,8,00,00,00,00,00,00,00,28
8509,standard,00000007,8,00,00,00,00,04,00,00,37
8530,standard,00000001,8,B7,D1,C3,3D,C4,00,00,00
8553,standard,00000005,8,00,00,00,DE,00,26,C8,64
8573,standard,0000020C,2,1C,FF,00,FF,78,78,76,FF
8594,standard,00000214,2,1C,FF,FF,FF,FF,FF,78,FF
8614,standard,00000000,8,00,00,00,00,00,00,00,28
8634,standard,00000007,8,00,00,00,00,04,00,00,37
